,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Legendary,Generation,Type 1,Type 2,Evolution,Total
0,94.0,111.0,93.0,40.0,44.0,79.0,False,5,Bug,Rock,Mega,461.0
1,95.0,111.0,105.0,40.0,100.0,39.0,True,5,Ghost,Bug,Stage2,490.0
2,95.0,111.0,105.0,106.0,99.0,97.0,True,3,Water,Rock,Stage2,613.0
3,44.0,47.0,43.0,40.0,44.0,57.0,False,2,Fire,Fighting,Basic,275.0
4,95.0,111.0,105.0,106.0,100.0,97.0,True,3,Electric,Bug,Stage2,614.0
5,56.0,110.0,43.0,106.0,46.0,97.0,False,2,Dark,Ground,Mega,458.0
6,44.0,47.0,43.0,40.0,44.0,97.0,False,2,Fire,Fighting,Basic,315.0
7,44.0,47.0,43.0,40.0,44.0,97.0,False,4,Ice,Poison,Mega,315.0
8,95.0,111.0,105.0,106.0,100.0,97.0,True,3,Dragon,Bug,Stage2,614.0
9,95.0,111.0,96.0,93.0,91.0,56.0,True,4,Dragon,Poison,Mega,542.0
10,44.0,111.0,68.0,40.0,44.0,39.0,True,5,Poison,Fairy,Stage2,346.0
11,44.0,47.0,43.0,40.0,44.0,97.0,False,2,Fairy,Ground,Stage1,315.0
12,45.0,56.0,43.0,40.0,44.0,45.0,False,1,Bug,Rock,Mega,273.0
13,95.0,111.0,105.0,106.0,100.0,97.0,True,3,Dark,Bug,Stage2,614.0
14,44.0,47.0,43.0,40.0,44.0,97.0,False,2,Dark,Fighting,Basic,315.0
15,44.0,47.0,43.0,40.0,44.0,87.0,False,1,Fairy,Fairy,Basic,305.0
16,91.0,47.0,43.0,41.0,44.0,97.0,True,4,Dragon,Normal,Mega,363.0
17,90.0,95.0,43.0,99.0,44.0,97.0,False,4,Fairy,Poison,Mega,468.0
18,44.0,47.0,43.0,40.0,44.0,97.0,False,2,Dark,Fighting,Mega,315.0
19,95.0,111.0,105.0,106.0,100.0,39.0,True,5,Ghost,Bug,Stage2,556.0
20,95.0,111.0,105.0,106.0,100.0,42.0,True,3,Electric,Bug,Stage2,559.0
21,95.0,111.0,105.0,106.0,100.0,97.0,False,1,)Normal,Bug,Basic,614.0
22,44.0,47.0,43.0,40.0,44.0,97.0,False,2,Dark,Flying,Basic,315.0
23,95.0,111.0,105.0,97.0,100.0,39.0,True,5,Ghost,Fairy,Stage2,547.0
24,95.0,111.0,105.0,106.0,100.0,97.0,True,3,Dark,Dark,Stage2,614.0
25,44.0,47.0,43.0,106.0,44.0,97.0,False,1,)Normal,Fire,Basic,381.0
26,95.0,111.0,105.0,106.0,100.0,62.0,True,3,Dragon,Bug,Stage2,579.0
27,95.0,111.0,105.0,40.0,99.0,39.0,True,5,Bug,Fairy,Stage2,489.0
28,44.0,111.0,43.0,92.0,44.0,97.0,False,1,Fighting,Dragon,Basic,431.0
29,95.0,111.0,105.0,106.0,100.0,97.0,True,3,Dark,Bug,Stage2,614.0
30,95.0,111.0,105.0,106.0,100.0,97.0,False,3,Dragon,Dark,Mega,614.0
31,44.0,47.0,43.0,40.0,44.0,97.0,False,2,Dark,Flying,Mega,315.0
32,95.0,111.0,105.0,40.0,99.0,39.0,True,5,Bug,Dark,Stage2,489.0
33,95.0,111.0,105.0,40.0,100.0,39.0,True,5,Ghost,Bug,Stage2,490.0
34,90.0,111.0,46.0,90.0,45.0,97.0,False,4,Water,Poison,Mega,479.0
35,95.0,111.0,105.0,106.0,100.0,39.0,True,5,Ghost,Bug,Stage2,556.0
36,95.0,111.0,105.0,40.0,86.0,40.0,True,3,Ghost,Steel,Stage2,477.0
37,44.0,47.0,43.0,40.0,44.0,97.0,False,2,Fairy,Fighting,Mega,315.0
38,95.0,111.0,105.0,105.0,100.0,97.0,True,6,Fighting,Dark,Stage2,613.0
39,44.0,47.0,43.0,40.0,44.0,97.0,False,2,Fairy,Fighting,Mega,315.0
40,95.0,111.0,105.0,40.0,63.0,39.0,True,5,Bug,Fairy,Stage2,453.0
41,44.0,47.0,43.0,40.0,44.0,97.0,False,2,Fire,Fighting,Mega,315.0
42,44.0,47.0,43.0,40.0,44.0,39.0,False,2,Fire,Fighting,Basic,257.0
43,95.0,111.0,105.0,40.0,93.0,39.0,True,5,Ghost,Dragon,Stage2,483.0
44,44.0,47.0,43.0,40.0,44.0,39.0,True,5,Ghost,Normal,Basic,257.0
45,44.0,47.0,43.0,40.0,44.0,97.0,False,1,Fairy,Ground,Stage1,315.0
46,44.0,47.0,43.0,40.0,44.0,39.0,False,2,)Normal,Fighting,Basic,257.0
47,44.0,47.0,43.0,40.0,44.0,97.0,False,2,Fire,Fighting,Mega,315.0
48,95.0,111.0,105.0,44.0,100.0,39.0,True,5,)Normal,Bug,Stage2,494.0
49,80.0,108.0,105.0,40.0,100.0,39.0,True,5,)Normal,Bug,Stage2,472.0
50,95.0,111.0,105.0,106.0,100.0,39.0,True,5,)Normal,Bug,Stage2,556.0
51,44.0,47.0,43.0,40.0,44.0,39.0,False,1,)Normal,Fairy,Basic,257.0
52,55.0,108.0,43.0,40.0,44.0,97.0,False,4,Grass,Poison,Mega,387.0
53,95.0,111.0,99.0,106.0,50.0,97.0,False,3,Fighting,Dragon,Mega,558.0
54,95.0,111.0,105.0,106.0,100.0,97.0,True,3,)Normal,Bug,Stage2,614.0
55,95.0,111.0,105.0,43.0,100.0,39.0,True,5,Bug,Rock,Stage2,493.0
56,44.0,47.0,43.0,40.0,44.0,97.0,False,4,Fairy,Poison,Mega,315.0
57,44.0,47.0,43.0,40.0,44.0,97.0,False,2,Dark,Fighting,Mega,315.0
58,44.0,54.0,43.0,40.0,44.0,39.0,True,2,Bug,Fairy,Stage1,264.0
59,95.0,111.0,105.0,106.0,100.0,97.0,True,3,Bug,Bug,Stage2,614.0
60,95.0,111.0,105.0,106.0,100.0,39.0,True,5,Bug,Bug,Stage2,556.0
61,44.0,47.0,43.0,40.0,44.0,97.0,False,2,Dark,Fighting,Mega,315.0
62,95.0,111.0,73.0,46.0,44.0,97.0,False,1,Fighting,Poison,Mega,466.0
63,95.0,111.0,105.0,106.0,100.0,39.0,True,5,Fighting,Bug,Stage2,556.0
64,86.0,98.0,43.0,87.0,44.0,97.0,False,1,Dark,Fire,Basic,455.0
65,95.0,111.0,105.0,106.0,100.0,39.0,True,5,Bug,Bug,Basic,556.0
66,95.0,111.0,105.0,106.0,100.0,39.0,True,3,Bug,Bug,Stage2,556.0
67,95.0,111.0,105.0,106.0,100.0,39.0,True,6,Fighting,Bug,Stage2,556.0
68,95.0,111.0,105.0,106.0,100.0,97.0,True,4,Fighting,Bug,Stage2,614.0
69,95.0,111.0,105.0,98.0,100.0,40.0,True,5,Ghost,Dark,Stage2,549.0
70,95.0,54.0,43.0,106.0,69.0,97.0,False,3,Dark,Fire,Mega,464.0
71,95.0,111.0,105.0,59.0,99.0,96.0,False,6,Water,Poison,Stage2,565.0
72,95.0,111.0,105.0,43.0,80.0,97.0,True,4,Bug,Dragon,Stage2,531.0
73,95.0,111.0,105.0,106.0,100.0,97.0,True,3,)Normal,Bug,Basic,614.0
74,95.0,111.0,105.0,106.0,100.0,39.0,True,5,Fighting,Bug,Stage2,556.0
