,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Legendary,Generation,Type 1,Type 2,Evolution,Total
0,95.0,47.0,43.0,106.0,100.0,39.0,True,4,Ground,Dragon,Stage2,430.0
1,44.0,79.0,70.0,40.0,44.0,82.0,False,5,Ghost,Dark,Basic,359.0
2,95.0,80.0,56.0,106.0,100.0,40.0,True,3,Electric,Dragon,Mega,477.0
3,95.0,111.0,105.0,106.0,46.0,96.0,False,4,Grass,Dark,Stage1,559.0
4,44.0,111.0,74.0,40.0,44.0,97.0,False,5,Ghost,Dark,Basic,410.0
5,95.0,47.0,49.0,105.0,47.0,43.0,False,2,Psychic,Water,Stage1,386.0
6,95.0,47.0,105.0,106.0,100.0,39.0,True,2,)Normal,Dragon,Stage2,492.0
7,95.0,111.0,105.0,57.0,44.0,67.0,False,5,Ground,Fire,Stage2,479.0
8,44.0,60.0,49.0,99.0,100.0,96.0,True,1,Dragon,Poison,Mega,448.0
9,95.0,111.0,105.0,58.0,44.0,97.0,False,6,Ghost,Grass,Stage1,510.0
10,44.0,109.0,44.0,43.0,64.0,97.0,False,6,Fairy,Electric,Mega,401.0
11,95.0,47.0,105.0,105.0,100.0,39.0,True,3,Ground,Water,Stage2,491.0
12,56.0,111.0,105.0,40.0,47.0,97.0,False,6,Fairy,Steel,Mega,456.0
13,44.0,47.0,45.0,97.0,100.0,76.0,True,3,Fairy,Dragon,Stage2,409.0
14,51.0,47.0,103.0,40.0,97.0,39.0,True,2,Poison,Dark,Basic,377.0
15,67.0,111.0,105.0,40.0,44.0,92.0,False,5,Psychic,Fire,Basic,459.0
16,90.0,47.0,43.0,106.0,100.0,39.0,True,3,Water,Poison,Stage2,425.0
17,95.0,63.0,105.0,105.0,44.0,97.0,False,6,Grass,Fighting,Stage1,509.0
18,46.0,111.0,104.0,40.0,44.0,47.0,False,5,Psychic,Fairy,Stage1,392.0
19,95.0,47.0,43.0,106.0,100.0,39.0,True,2,Bug,Bug,Stage2,430.0
20,45.0,47.0,44.0,105.0,100.0,39.0,True,2,Bug,Ground,Basic,380.0
21,95.0,47.0,44.0,106.0,100.0,39.0,True,3,Dark,Bug,Stage2,431.0
22,44.0,111.0,105.0,40.0,44.0,97.0,False,6,Ghost,Grass,Stage1,441.0
23,93.0,109.0,105.0,104.0,44.0,97.0,False,6,Grass,Psychic,Stage1,552.0
24,95.0,47.0,105.0,105.0,100.0,39.0,True,2,)Normal,Fighting,Stage2,491.0
25,44.0,111.0,105.0,45.0,44.0,97.0,False,6,Dragon,Fairy,Mega,446.0
26,93.0,111.0,105.0,40.0,44.0,39.0,True,2,Ground,Water,Stage2,432.0
27,44.0,109.0,43.0,40.0,45.0,39.0,True,1,Dragon,Poison,Mega,320.0
28,44.0,111.0,44.0,60.0,45.0,97.0,False,6,Dragon,Poison,Mega,401.0
29,59.0,93.0,105.0,41.0,44.0,97.0,False,5,Grass,Grass,Stage1,439.0
30,95.0,48.0,104.0,43.0,99.0,44.0,True,2,Water,Flying,Stage2,433.0
31,95.0,68.0,47.0,105.0,58.0,66.0,True,1,Ice,None,Stage2,439.0
32,95.0,79.0,105.0,106.0,100.0,39.0,True,3,)Normal,Dragon,Stage2,524.0
