,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Legendary,Generation,Type 1,Type 2,Evolution,Total
0,95.0,111.0,105.0,106.0,100.0,97.0,True,1,Ice,Fighting,Stage2,614.0
1,95.0,111.0,105.0,106.0,100.0,97.0,True,4,Electric,Fairy,Stage2,614.0
2,95.0,111.0,105.0,104.0,100.0,92.0,True,2,Ice,Fighting,Basic,607.0
3,95.0,111.0,105.0,106.0,100.0,95.0,True,2,Ice,Flying,Basic,612.0
4,95.0,111.0,105.0,105.0,100.0,97.0,True,4,Fighting,None,Basic,613.0
5,44.0,47.0,43.0,40.0,44.0,39.0,False,3,)Normal,Dark,Basic,257.0
6,44.0,47.0,90.0,40.0,93.0,39.0,False,5,Flying,Psychic,Mega,353.0
7,95.0,47.0,90.0,105.0,100.0,41.0,True,1,Ice,Flying,Mega,478.0
8,44.0,47.0,43.0,40.0,44.0,39.0,False,6,)Normal,Dark,Stage1,257.0
9,95.0,68.0,63.0,102.0,100.0,83.0,True,2,Ice,Flying,Mega,511.0
10,60.0,47.0,52.0,48.0,91.0,39.0,False,6,Grass,Fire,Mega,337.0
11,81.0,47.0,46.0,103.0,89.0,39.0,False,5,)Normal,Fire,Mega,405.0
12,94.0,111.0,105.0,105.0,100.0,97.0,True,2,Psychic,Flying,Mega,612.0
13,95.0,111.0,105.0,106.0,100.0,97.0,True,2,Ice,Fighting,Stage2,614.0
14,44.0,47.0,43.0,40.0,44.0,39.0,False,3,Fairy,Psychic,Stage1,257.0
15,95.0,111.0,105.0,105.0,100.0,97.0,True,1,Ice,Flying,Stage2,613.0
16,95.0,47.0,102.0,60.0,100.0,39.0,False,2,Ice,Fairy,Stage2,443.0
17,95.0,111.0,105.0,105.0,99.0,97.0,True,1,Ice,Rock,Mega,612.0
18,95.0,108.0,105.0,106.0,100.0,81.0,True,2,Ice,Flying,Stage1,595.0
19,95.0,111.0,105.0,106.0,100.0,97.0,True,1,Ice,Flying,Stage2,614.0
20,95.0,111.0,105.0,101.0,100.0,97.0,True,4,Electric,Steel,Stage2,609.0
21,44.0,47.0,43.0,40.0,44.0,39.0,False,4,Dragon,Grass,Basic,257.0
22,93.0,110.0,105.0,105.0,100.0,96.0,True,1,Ice,None,Stage2,609.0
23,44.0,47.0,43.0,85.0,44.0,39.0,False,6,Fairy,Ice,Mega,302.0
24,95.0,111.0,105.0,106.0,100.0,97.0,True,2,Ice,Flying,Basic,614.0
25,95.0,111.0,105.0,106.0,100.0,97.0,True,1,Ice,Fighting,Stage2,614.0
26,95.0,110.0,49.0,106.0,100.0,97.0,True,4,Poison,Flying,Stage2,557.0
27,95.0,47.0,47.0,98.0,100.0,40.0,False,6,Ice,Ice,Mega,427.0
28,44.0,47.0,43.0,40.0,44.0,39.0,False,4,Dragon,Fairy,Stage2,257.0
29,95.0,111.0,105.0,106.0,100.0,97.0,True,2,Poison,Flying,Stage2,614.0
