,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Legendary,Generation,Type 1,Type 2,Evolution,Total
0,91.0,51.0,90.0,105.0,91.0,97.0,True,4,Ghost,Dark,Basic,525.0
1,95.0,111.0,101.0,105.0,100.0,97.0,True,6,Grass,Electric,Mega,609.0
2,44.0,47.0,43.0,76.0,47.0,97.0,False,2,Psychic,Poison,Stage1,354.0
3,95.0,111.0,105.0,106.0,100.0,97.0,True,1,Normal,Fire,Mega,614.0
4,95.0,111.0,102.0,106.0,100.0,97.0,False,5,)Normal,Electric,Mega,611.0
5,95.0,68.0,48.0,60.0,89.0,97.0,True,1,Normal,Dark,Basic,457.0
6,83.0,47.0,43.0,105.0,99.0,97.0,True,5,Normal,Fighting,Stage1,474.0
7,90.0,111.0,49.0,106.0,100.0,97.0,False,5,)Normal,Psychic,Stage2,553.0
8,95.0,111.0,103.0,106.0,100.0,97.0,True,1,)Normal,Normal,Mega,612.0
9,44.0,47.0,43.0,40.0,44.0,39.0,True,2,Electric,Bug,Basic,257.0
10,95.0,111.0,105.0,106.0,100.0,97.0,False,1,)Normal,Electric,Mega,614.0
11,44.0,47.0,43.0,40.0,44.0,39.0,False,2,Bug,Dragon,Basic,257.0
12,95.0,111.0,105.0,106.0,100.0,97.0,False,1,Normal,Fire,Mega,614.0
13,95.0,111.0,105.0,106.0,100.0,97.0,True,6,Ground,Fire,Mega,614.0
14,49.0,47.0,44.0,101.0,45.0,97.0,True,5,Normal,Fighting,Basic,383.0
15,44.0,47.0,43.0,41.0,46.0,96.0,True,2,Psychic,Grass,Basic,317.0
16,95.0,111.0,104.0,106.0,100.0,97.0,False,1,)Normal,Fire,Mega,613.0
17,91.0,48.0,47.0,40.0,76.0,94.0,True,1,Ghost,None,Basic,396.0
18,95.0,111.0,105.0,106.0,80.0,97.0,True,1,Dragon,Fighting,Mega,594.0
19,44.0,47.0,43.0,40.0,44.0,39.0,True,2,Dragon,Fairy,Basic,257.0
20,94.0,49.0,52.0,47.0,100.0,97.0,True,1,Normal,Fighting,Stage1,439.0
21,95.0,111.0,105.0,106.0,100.0,97.0,False,1,Ghost,Electric,Mega,614.0
22,95.0,111.0,105.0,106.0,100.0,97.0,False,1,Ground,Electric,Mega,614.0
23,91.0,66.0,57.0,40.0,55.0,96.0,True,1,Water,Normal,Basic,405.0
24,44.0,47.0,43.0,75.0,44.0,96.0,True,2,Bug,Ice,Basic,349.0
25,44.0,47.0,43.0,40.0,44.0,55.0,True,2,Water,Fairy,Basic,273.0
