,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Legendary,Generation,Type 1,Type 2,Evolution,Total
0,95.0,47.0,59.0,106.0,100.0,39.0,False,5,Bug,Fairy,Stage1,446.0
1,44.0,111.0,105.0,40.0,44.0,97.0,True,6,)Normal,Bug,Mega,441.0
2,51.0,47.0,43.0,101.0,47.0,39.0,True,2,Dark,Dragon,Basic,328.0
3,95.0,47.0,45.0,105.0,44.0,39.0,True,5,Bug,Dark,Stage1,375.0
4,44.0,111.0,105.0,46.0,44.0,97.0,True,4,Electric,Fighting,Mega,447.0
5,44.0,111.0,46.0,42.0,44.0,97.0,True,6,Ice,Ghost,Mega,384.0
6,51.0,47.0,43.0,41.0,45.0,39.0,True,5,Fire,Water,Basic,266.0
7,95.0,111.0,105.0,106.0,100.0,97.0,True,6,Dragon,Fighting,Mega,614.0
8,44.0,111.0,43.0,81.0,44.0,97.0,True,4,Water,Ghost,Mega,420.0
9,95.0,47.0,43.0,72.0,45.0,39.0,False,5,Bug,Fairy,Basic,341.0
10,44.0,47.0,43.0,40.0,44.0,39.0,False,5,Bug,Ice,Stage1,257.0
11,59.0,108.0,65.0,106.0,55.0,40.0,True,1,Ground,Grass,Stage1,433.0
12,44.0,111.0,58.0,47.0,45.0,97.0,True,6,Ice,Ghost,Mega,402.0
13,44.0,111.0,104.0,67.0,44.0,96.0,True,1,Water,Ghost,Mega,466.0
14,95.0,47.0,43.0,100.0,50.0,39.0,True,5,Bug,Fire,Basic,374.0
15,63.0,111.0,105.0,106.0,53.0,97.0,True,6,Flying,Poison,Mega,535.0
16,44.0,47.0,43.0,40.0,44.0,97.0,True,2,Ice,Electric,Stage2,315.0
17,44.0,111.0,43.0,40.0,44.0,97.0,True,6,Electric,Ghost,Mega,379.0
18,95.0,47.0,43.0,106.0,99.0,39.0,False,5,Bug,Fairy,Basic,429.0
19,59.0,111.0,105.0,104.0,99.0,97.0,True,4,Flying,Ground,Mega,575.0
20,44.0,111.0,64.0,104.0,51.0,97.0,True,3,Flying,Electric,Mega,471.0
21,44.0,111.0,105.0,42.0,54.0,97.0,True,4,)Normal,Fighting,Mega,453.0
22,44.0,98.0,66.0,106.0,45.0,61.0,True,4,Steel,Dragon,Stage1,420.0
23,95.0,111.0,105.0,106.0,100.0,97.0,False,6,)Normal,Fighting,Mega,614.0
24,44.0,111.0,56.0,40.0,44.0,97.0,False,6,)Normal,Ghost,Mega,392.0
25,44.0,47.0,43.0,41.0,44.0,97.0,True,5,Fire,Psychic,Basic,316.0
26,95.0,47.0,43.0,40.0,99.0,39.0,False,5,Bug,Fairy,Stage1,363.0
27,95.0,47.0,105.0,106.0,100.0,39.0,False,5,Dragon,Fairy,Stage1,492.0
28,46.0,111.0,101.0,106.0,49.0,97.0,True,6,Electric,Electric,Mega,510.0
29,44.0,108.0,76.0,105.0,45.0,97.0,True,4,Water,Grass,Stage1,475.0
30,44.0,47.0,43.0,44.0,44.0,39.0,True,5,Bug,Water,Stage1,261.0
31,95.0,47.0,43.0,106.0,63.0,39.0,True,5,Bug,Fire,Basic,393.0
32,47.0,111.0,96.0,105.0,49.0,97.0,True,1,Electric,Electric,Mega,505.0
33,95.0,47.0,43.0,40.0,90.0,39.0,False,5,Bug,Fire,Basic,354.0
34,44.0,47.0,43.0,105.0,44.0,40.0,True,1,Psychic,Psychic,Stage1,323.0
35,95.0,101.0,79.0,106.0,69.0,39.0,True,1,Dark,None,Basic,489.0
36,95.0,106.0,64.0,106.0,100.0,39.0,False,5,Dark,Fairy,Stage1,510.0
37,44.0,87.0,43.0,40.0,44.0,97.0,True,2,Ice,Electric,Mega,355.0
38,95.0,111.0,105.0,106.0,100.0,45.0,True,6,Grass,Flying,Stage1,562.0
39,95.0,111.0,105.0,106.0,100.0,97.0,False,6,Dragon,Fighting,Mega,614.0
40,95.0,47.0,43.0,40.0,44.0,39.0,False,5,Bug,Fire,Basic,308.0
41,44.0,47.0,43.0,59.0,44.0,39.0,True,2,Dark,Water,Stage1,276.0
42,95.0,111.0,105.0,106.0,100.0,97.0,True,3,Dragon,Fighting,Mega,614.0
43,44.0,89.0,51.0,105.0,44.0,68.0,True,4,Dark,Dragon,Stage1,401.0
44,95.0,47.0,105.0,106.0,100.0,39.0,False,5,Bug,Fairy,Stage1,492.0
45,95.0,82.0,43.0,106.0,99.0,39.0,True,2,Dark,Steel,Basic,464.0
46,44.0,111.0,105.0,40.0,44.0,97.0,False,4,)Normal,Bug,Mega,441.0
47,44.0,47.0,43.0,40.0,44.0,42.0,True,5,Dark,Water,Basic,260.0
48,44.0,47.0,43.0,40.0,44.0,97.0,True,2,Poison,Grass,Mega,315.0
49,46.0,111.0,105.0,44.0,47.0,97.0,True,1,Water,Fighting,Mega,450.0
50,95.0,111.0,105.0,106.0,100.0,62.0,False,3,Dragon,Fighting,Mega,579.0
51,44.0,94.0,43.0,105.0,45.0,95.0,True,2,Poison,Electric,Mega,426.0
52,44.0,109.0,44.0,45.0,44.0,97.0,True,6,Electric,Ghost,Mega,383.0
53,95.0,79.0,81.0,106.0,100.0,39.0,False,5,Grass,Normal,Mega,500.0
54,44.0,111.0,104.0,41.0,44.0,97.0,True,6,)Normal,Ghost,Mega,441.0
55,44.0,47.0,43.0,105.0,44.0,46.0,True,5,Ground,Water,Stage1,329.0
56,44.0,47.0,43.0,40.0,44.0,39.0,False,5,Bug,Water,Basic,257.0
57,44.0,108.0,43.0,40.0,46.0,97.0,True,1,Water,Grass,Mega,378.0
58,46.0,111.0,105.0,41.0,91.0,97.0,False,4,)Normal,Bug,Mega,491.0
59,44.0,47.0,43.0,58.0,44.0,78.0,True,4,Water,None,Basic,314.0
60,44.0,111.0,92.0,40.0,46.0,97.0,True,3,Ice,Fighting,Mega,430.0
61,44.0,111.0,105.0,45.0,97.0,97.0,False,4,)Normal,Bug,Mega,499.0
62,44.0,111.0,105.0,40.0,45.0,97.0,True,6,Electric,Bug,Mega,442.0
63,44.0,92.0,43.0,59.0,57.0,97.0,True,2,Poison,Electric,Mega,392.0
64,44.0,109.0,43.0,105.0,81.0,45.0,True,5,Ground,Dragon,Basic,427.0
65,44.0,111.0,105.0,43.0,50.0,97.0,True,4,)Normal,Bug,Mega,450.0
66,44.0,110.0,43.0,41.0,44.0,97.0,True,6,Electric,Ghost,Mega,379.0
67,44.0,110.0,52.0,94.0,44.0,49.0,True,4,Steel,Grass,Stage1,393.0
68,94.0,48.0,76.0,105.0,44.0,39.0,False,5,Psychic,Dragon,Stage1,406.0
69,44.0,111.0,51.0,40.0,44.0,97.0,True,6,Ice,Ghost,Mega,387.0
70,47.0,95.0,57.0,105.0,44.0,72.0,True,3,Steel,Fighting,Stage1,420.0
71,44.0,97.0,44.0,40.0,44.0,97.0,True,6,)Normal,Bug,Mega,366.0
72,44.0,47.0,43.0,47.0,44.0,49.0,False,5,Poison,Grass,Basic,274.0
73,44.0,111.0,44.0,45.0,69.0,90.0,True,1,Ice,Electric,Mega,403.0
74,45.0,48.0,43.0,103.0,45.0,77.0,True,5,Poison,Electric,Mega,361.0
75,95.0,47.0,43.0,82.0,44.0,39.0,True,5,Bug,Water,Basic,350.0
76,95.0,47.0,91.0,106.0,99.0,39.0,True,5,Bug,Fire,Stage1,477.0
77,44.0,47.0,43.0,40.0,44.0,58.0,True,2,Fire,Dragon,Basic,276.0
78,44.0,111.0,69.0,40.0,44.0,97.0,True,6,)Normal,Ghost,Mega,405.0
79,95.0,47.0,105.0,106.0,92.0,39.0,True,5,Ground,None,Stage1,484.0
80,95.0,47.0,43.0,97.0,100.0,39.0,False,5,Bug,Fire,Basic,421.0
81,95.0,47.0,77.0,106.0,44.0,39.0,True,5,Ghost,Psychic,Basic,408.0
82,95.0,111.0,105.0,106.0,99.0,75.0,True,4,Flying,Fighting,Stage1,591.0
83,44.0,64.0,43.0,40.0,44.0,95.0,False,2,Poison,Grass,Basic,330.0
84,44.0,111.0,105.0,40.0,44.0,97.0,True,6,)Normal,Fighting,Mega,441.0
85,94.0,111.0,105.0,106.0,96.0,97.0,False,4,Flying,Normal,Mega,609.0
86,44.0,111.0,104.0,40.0,44.0,97.0,True,6,Electric,Fighting,Mega,440.0
87,44.0,111.0,105.0,46.0,44.0,97.0,True,6,Electric,Ground,Mega,447.0
88,59.0,111.0,105.0,105.0,47.0,97.0,True,4,Flying,Fighting,Mega,524.0
89,44.0,47.0,43.0,40.0,44.0,40.0,True,2,Fire,Dark,Stage1,258.0
