,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Legendary,Generation,Type 1,Type 2,Evolution,Total
0,78.0,47.0,103.0,44.0,57.0,97.0,False,4,Bug,Dragon,Basic,426.0
1,91.0,90.0,92.0,51.0,56.0,46.0,False,5,Electric,Dragon,Mega,426.0
2,69.0,64.0,96.0,48.0,53.0,58.0,True,3,Bug,Ice,Basic,388.0
3,94.0,66.0,48.0,91.0,55.0,40.0,False,5,Dark,Fire,Mega,394.0
4,94.0,47.0,77.0,40.0,51.0,50.0,True,2,Normal,None,Stage1,359.0
5,95.0,78.0,88.0,41.0,74.0,87.0,True,6,Flying,Fairy,Mega,463.0
6,93.0,110.0,103.0,41.0,63.0,43.0,True,3,Bug,Fire,Basic,453.0
7,95.0,66.0,95.0,41.0,47.0,44.0,True,4,Poison,Dark,Mega,388.0
8,59.0,60.0,43.0,104.0,94.0,40.0,True,6,Bug,Ghost,Stage2,400.0
9,95.0,111.0,76.0,95.0,83.0,51.0,False,5,Electric,Electric,Stage1,511.0
10,47.0,111.0,105.0,100.0,45.0,95.0,False,3,Poison,None,Stage1,503.0
11,44.0,93.0,43.0,66.0,79.0,40.0,True,1,Ground,Poison,Basic,365.0
12,46.0,89.0,102.0,101.0,97.0,92.0,True,4,Flying,Normal,Stage2,527.0
13,44.0,87.0,105.0,43.0,44.0,44.0,True,2,Fairy,Fighting,Mega,367.0
14,94.0,110.0,91.0,44.0,48.0,81.0,True,3,Electric,Dark,Mega,468.0
15,62.0,48.0,99.0,65.0,73.0,47.0,True,2,Bug,Normal,Mega,394.0
16,84.0,98.0,43.0,94.0,90.0,90.0,False,5,Fairy,Psychic,Mega,499.0
17,44.0,110.0,95.0,75.0,46.0,45.0,True,1,Fighting,Fighting,Basic,415.0
18,94.0,103.0,93.0,72.0,45.0,39.0,True,6,Fire,Bug,Basic,446.0
19,46.0,107.0,104.0,56.0,98.0,71.0,False,6,)Normal,Ice,Stage2,482.0
20,93.0,50.0,96.0,41.0,46.0,53.0,False,4,Ice,Grass,Stage1,379.0
21,95.0,87.0,43.0,41.0,45.0,53.0,False,5,Ghost,Water,Mega,364.0
22,95.0,47.0,43.0,65.0,73.0,55.0,False,4,Fire,Bug,Basic,378.0
23,67.0,111.0,59.0,103.0,50.0,51.0,False,1,Electric,Psychic,Mega,441.0
24,69.0,71.0,44.0,75.0,76.0,40.0,False,5,Fighting,Grass,Stage1,375.0
25,53.0,74.0,102.0,45.0,48.0,49.0,False,1,Ground,Dark,Mega,371.0
26,44.0,87.0,85.0,75.0,79.0,66.0,True,4,Fairy,Normal,Basic,436.0
27,48.0,47.0,50.0,73.0,96.0,43.0,False,6,Ground,Psychic,Stage2,357.0
28,45.0,110.0,84.0,67.0,97.0,96.0,False,3,Psychic,Poison,Stage1,499.0
29,93.0,111.0,105.0,40.0,45.0,88.0,True,4,Rock,Bug,Mega,482.0
30,44.0,110.0,44.0,42.0,97.0,44.0,True,3,Fighting,Psychic,Stage2,381.0
31,44.0,57.0,105.0,93.0,72.0,96.0,True,4,Bug,Fairy,Stage2,467.0
32,90.0,58.0,100.0,51.0,54.0,93.0,False,2,Ice,Electric,Mega,446.0
33,94.0,105.0,84.0,103.0,57.0,97.0,False,5,Ground,Bug,Basic,540.0
34,51.0,72.0,74.0,50.0,45.0,44.0,False,3,Fairy,None,Mega,336.0
35,73.0,47.0,101.0,44.0,76.0,83.0,True,2,Psychic,None,Stage2,424.0
36,71.0,99.0,98.0,40.0,51.0,42.0,True,4,Steel,Water,Mega,401.0
37,48.0,89.0,95.0,59.0,95.0,85.0,True,3,Bug,Fire,Stage2,471.0
38,58.0,47.0,57.0,85.0,44.0,47.0,True,6,Ice,None,Mega,338.0
39,44.0,100.0,89.0,91.0,95.0,94.0,True,4,Fighting,Dark,Stage2,513.0
40,95.0,54.0,103.0,80.0,44.0,67.0,False,4,Bug,Electric,Basic,443.0
41,93.0,104.0,47.0,41.0,98.0,66.0,False,1,Steel,Ground,Stage1,449.0
42,77.0,81.0,62.0,45.0,51.0,71.0,False,1,Ghost,Steel,Stage1,387.0
43,44.0,81.0,88.0,60.0,99.0,40.0,False,1,Fairy,Fairy,Basic,412.0
44,84.0,48.0,51.0,105.0,77.0,39.0,False,2,Psychic,Psychic,Stage2,404.0
45,44.0,110.0,104.0,40.0,64.0,73.0,True,6,Fire,Fairy,Basic,435.0
46,95.0,47.0,43.0,97.0,67.0,46.0,False,1,Ice,Bug,Mega,395.0
47,80.0,111.0,43.0,92.0,96.0,40.0,True,1,Electric,Steel,Stage1,462.0
48,90.0,60.0,102.0,41.0,70.0,97.0,True,4,Ice,Bug,Stage1,460.0
49,46.0,111.0,105.0,73.0,45.0,90.0,False,3,Ghost,Fighting,Basic,470.0
50,47.0,60.0,82.0,105.0,74.0,54.0,True,4,Electric,Dark,Mega,422.0
51,44.0,110.0,45.0,61.0,45.0,42.0,True,3,Poison,Electric,Basic,347.0
52,44.0,48.0,84.0,79.0,97.0,94.0,True,4,Water,Dark,Stage2,446.0
53,95.0,111.0,90.0,40.0,58.0,73.0,False,1,Psychic,Psychic,Mega,467.0
54,44.0,54.0,74.0,45.0,44.0,72.0,False,1,Fairy,Electric,Basic,333.0
55,95.0,64.0,104.0,41.0,44.0,97.0,False,2,Steel,Bug,Mega,445.0
56,66.0,47.0,53.0,88.0,96.0,40.0,False,6,Flying,Ground,Stage2,390.0
57,59.0,105.0,82.0,100.0,90.0,83.0,False,3,Flying,Normal,Stage2,519.0
