,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Legendary,Generation,Type 1,Type 2,Evolution,Total
0,94.0,49.0,101.0,40.0,100.0,39.0,True,5,Psychic,Steel,Stage1,423.0
1,78.0,47.0,59.0,50.0,45.0,39.0,True,2,Fighting,Fire,Basic,318.0
2,44.0,111.0,100.0,105.0,94.0,57.0,False,5,)Normal,Fighting,Stage2,511.0
3,95.0,111.0,43.0,106.0,100.0,41.0,True,2,Normal,Rock,Stage1,496.0
4,78.0,111.0,70.0,106.0,100.0,91.0,False,2,Normal,Dragon,Stage2,556.0
5,87.0,47.0,61.0,40.0,44.0,51.0,True,2,Dark,Ghost,Basic,330.0
6,44.0,97.0,48.0,105.0,96.0,75.0,False,4,Dragon,Dark,Stage1,465.0
7,94.0,56.0,105.0,100.0,56.0,41.0,True,6,Water,Steel,Mega,452.0
8,94.0,111.0,71.0,40.0,100.0,97.0,False,3,Flying,Ghost,Basic,513.0
9,95.0,79.0,48.0,49.0,45.0,46.0,True,4,Normal,Rock,Stage2,362.0
10,84.0,105.0,43.0,40.0,45.0,55.0,False,1,)Normal,Poison,Basic,372.0
11,51.0,111.0,43.0,72.0,100.0,39.0,False,2,Electric,Electric,Stage1,416.0
12,94.0,65.0,64.0,44.0,53.0,42.0,True,1,Water,Fire,Mega,362.0
13,57.0,69.0,71.0,40.0,72.0,40.0,False,2,Water,Ghost,Basic,349.0
14,48.0,99.0,75.0,97.0,99.0,96.0,False,4,Ghost,Electric,Stage1,514.0
