,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Legendary,Generation,Type 1,Type 2,Evolution,Total
0,95.0,111.0,105.0,40.0,71.0,39.0,True,5,Dragon,Fairy,Mega,461.0
1,44.0,47.0,43.0,105.0,44.0,39.0,True,6,Dragon,Dragon,Basic,322.0
2,89.0,110.0,43.0,42.0,100.0,39.0,False,1,Ice,Fire,Stage2,423.0
3,57.0,60.0,43.0,106.0,100.0,97.0,False,3,Water,Normal,Basic,463.0
4,95.0,111.0,105.0,106.0,100.0,97.0,False,1,Ice,Flying,Stage1,614.0
5,44.0,47.0,43.0,106.0,81.0,60.0,False,2,Poison,Poison,Basic,381.0
6,44.0,47.0,43.0,106.0,44.0,39.0,True,2,Ground,Dragon,Stage1,323.0
7,44.0,54.0,105.0,40.0,44.0,39.0,True,3,Dragon,Fairy,Mega,326.0
8,95.0,111.0,105.0,40.0,100.0,97.0,True,1,Flying,Water,Mega,548.0
9,44.0,47.0,43.0,106.0,44.0,43.0,True,2,Ground,Dragon,Stage1,327.0
10,95.0,111.0,105.0,40.0,97.0,67.0,True,3,Grass,Ghost,Mega,515.0
11,44.0,48.0,43.0,106.0,54.0,97.0,False,2,Poison,Bug,Stage1,392.0
12,95.0,111.0,104.0,40.0,98.0,40.0,True,3,Flying,Fairy,Mega,488.0
13,44.0,47.0,43.0,106.0,44.0,40.0,True,6,Dragon,Dragon,Stage1,324.0
14,44.0,47.0,43.0,40.0,44.0,39.0,True,3,)Normal,Fairy,Basic,257.0
15,44.0,47.0,43.0,40.0,44.0,39.0,True,6,Dragon,Rock,Basic,257.0
16,44.0,95.0,44.0,82.0,100.0,39.0,False,1,Fire,Normal,Basic,404.0
17,95.0,111.0,105.0,96.0,100.0,97.0,True,3,Flying,Ghost,Mega,604.0
18,95.0,111.0,105.0,104.0,100.0,97.0,False,1,Ice,Steel,Mega,612.0
19,86.0,111.0,105.0,40.0,45.0,55.0,True,5,Dragon,Ice,Mega,442.0
20,95.0,111.0,104.0,106.0,100.0,97.0,False,1,Normal,Bug,Stage1,613.0
21,93.0,111.0,105.0,40.0,99.0,45.0,False,1,Rock,Ice,Mega,493.0
22,44.0,47.0,43.0,103.0,44.0,39.0,True,6,Ground,Dragon,Basic,320.0
23,44.0,47.0,43.0,105.0,45.0,42.0,False,2,)Normal,Rock,Basic,326.0
24,44.0,111.0,105.0,40.0,100.0,72.0,False,4,Normal,Ice,Stage1,472.0
25,44.0,47.0,43.0,104.0,91.0,39.0,False,3,Water,Electric,Basic,368.0
26,95.0,111.0,104.0,106.0,100.0,97.0,False,2,Normal,Normal,Stage1,613.0
27,95.0,111.0,99.0,106.0,100.0,97.0,False,1,Normal,Bug,Stage1,608.0
28,95.0,111.0,105.0,106.0,100.0,97.0,False,1,Normal,Water,Stage2,614.0
29,44.0,47.0,43.0,40.0,44.0,39.0,True,6,)Normal,Grass,Basic,257.0
30,44.0,47.0,43.0,43.0,44.0,39.0,False,2,Dragon,Normal,Basic,260.0
31,95.0,111.0,105.0,40.0,100.0,97.0,True,5,Fighting,Fairy,Mega,548.0
32,95.0,111.0,105.0,90.0,100.0,97.0,True,1,Flying,Water,Mega,598.0
33,95.0,111.0,105.0,40.0,100.0,95.0,True,3,)Normal,Fairy,Mega,546.0
34,44.0,47.0,43.0,106.0,44.0,41.0,True,6,Ground,Dragon,Stage1,325.0
35,95.0,111.0,103.0,106.0,100.0,97.0,False,1,Normal,Flying,Stage1,612.0
36,44.0,47.0,43.0,106.0,44.0,41.0,True,6,Ground,Dragon,Basic,325.0
37,95.0,111.0,96.0,105.0,100.0,96.0,False,1,Fire,Water,Mega,603.0
38,44.0,47.0,105.0,40.0,44.0,40.0,False,5,Psychic,Fairy,Mega,320.0
39,95.0,111.0,105.0,40.0,93.0,39.0,True,3,Fighting,Fairy,Mega,483.0
40,44.0,47.0,43.0,106.0,44.0,39.0,False,2,Ground,Dragon,Stage1,323.0
41,44.0,48.0,48.0,103.0,99.0,42.0,False,1,Bug,Normal,Basic,384.0
42,44.0,103.0,43.0,105.0,100.0,48.0,False,1,Water,Normal,Basic,443.0
43,44.0,47.0,43.0,106.0,44.0,39.0,True,2,Dragon,Dark,Stage2,323.0
44,44.0,47.0,43.0,49.0,44.0,39.0,True,6,)Normal,Rock,Basic,266.0
45,44.0,47.0,43.0,106.0,44.0,97.0,False,2,Poison,Dragon,Stage1,381.0
46,95.0,111.0,93.0,106.0,100.0,97.0,False,2,Normal,Bug,Stage1,602.0
47,44.0,47.0,43.0,47.0,44.0,39.0,False,6,Dragon,Rock,Basic,264.0
48,45.0,110.0,76.0,105.0,85.0,97.0,False,1,Fire,Flying,Stage1,518.0
49,44.0,47.0,43.0,91.0,77.0,39.0,False,3,Ghost,Rock,Basic,341.0
50,44.0,98.0,43.0,106.0,100.0,94.0,False,2,Poison,Normal,Basic,485.0
51,86.0,67.0,45.0,43.0,99.0,54.0,True,3,)Normal,Psychic,Mega,394.0
52,86.0,111.0,78.0,40.0,99.0,41.0,False,1,Ice,Ground,Mega,455.0
53,95.0,111.0,105.0,40.0,92.0,46.0,True,3,Fighting,Fairy,Mega,489.0
54,44.0,47.0,43.0,59.0,61.0,39.0,False,1,Ghost,Rock,Basic,293.0
55,44.0,47.0,43.0,88.0,44.0,39.0,True,6,Dragon,Poison,Basic,305.0
56,44.0,47.0,43.0,40.0,44.0,39.0,True,6,)Normal,Ghost,Basic,257.0
57,44.0,58.0,58.0,106.0,60.0,97.0,True,2,Ground,Dragon,Stage1,423.0
58,95.0,111.0,96.0,106.0,100.0,97.0,False,4,Normal,Normal,Stage1,605.0
59,94.0,111.0,105.0,61.0,100.0,97.0,False,1,Normal,Fighting,Stage2,568.0
60,60.0,72.0,43.0,50.0,98.0,40.0,False,3,Bug,Electric,Basic,363.0
61,94.0,111.0,104.0,105.0,100.0,97.0,False,1,Normal,Fighting,Stage2,611.0
62,95.0,111.0,105.0,40.0,56.0,40.0,True,3,Flying,Fairy,Mega,447.0
63,95.0,111.0,91.0,106.0,100.0,97.0,False,1,Normal,Bug,Stage1,600.0
64,95.0,110.0,92.0,104.0,100.0,97.0,False,1,Electric,Fighting,Stage2,598.0
65,95.0,111.0,105.0,106.0,100.0,97.0,False,1,Ice,Water,Stage1,614.0
