,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Legendary,Generation,Type 1,Type 2,Evolution,Total
0,59.0,111.0,43.0,44.0,100.0,96.0,False,5,Fire,Rock,Stage2,453.0
1,68.0,47.0,91.0,84.0,99.0,57.0,False,1,Normal,Electric,Basic,446.0
2,51.0,111.0,105.0,40.0,100.0,40.0,False,3,Fighting,Fairy,Basic,447.0
3,95.0,111.0,43.0,103.0,44.0,97.0,True,5,Grass,Flying,Stage2,493.0
4,82.0,111.0,43.0,97.0,59.0,97.0,False,5,Dark,Grass,Mega,489.0
5,44.0,47.0,105.0,41.0,82.0,43.0,False,2,Steel,Fairy,Mega,362.0
6,45.0,61.0,43.0,48.0,58.0,97.0,True,5,)Normal,Ghost,Mega,352.0
7,94.0,111.0,105.0,105.0,98.0,39.0,True,6,Dragon,Ground,Basic,552.0
8,44.0,50.0,79.0,40.0,99.0,39.0,False,3,Flying,Bug,Mega,351.0
9,44.0,111.0,105.0,42.0,95.0,39.0,False,3,Steel,Psychic,Stage1,436.0
10,75.0,111.0,70.0,44.0,70.0,76.0,True,5,Poison,Fairy,Stage2,446.0
11,44.0,47.0,105.0,54.0,79.0,39.0,False,3,Ice,Dark,Basic,368.0
12,44.0,111.0,43.0,71.0,53.0,76.0,False,2,Fire,Grass,Stage2,398.0
13,94.0,111.0,96.0,104.0,44.0,40.0,False,2,Grass,Water,Stage2,489.0
14,64.0,88.0,43.0,98.0,99.0,97.0,True,2,Ground,Dark,Stage2,489.0
15,47.0,111.0,105.0,40.0,100.0,40.0,False,4,Psychic,Bug,Basic,443.0
16,95.0,88.0,105.0,93.0,50.0,39.0,False,1,Fairy,Ground,Basic,470.0
17,44.0,47.0,105.0,80.0,100.0,39.0,False,3,Ice,Bug,Basic,415.0
18,95.0,111.0,43.0,41.0,98.0,97.0,True,2,Bug,Flying,Stage2,485.0
19,44.0,110.0,98.0,40.0,100.0,44.0,False,3,Ice,Electric,Basic,436.0
20,95.0,97.0,43.0,45.0,44.0,97.0,True,2,Fire,Ghost,Stage2,421.0
21,94.0,111.0,104.0,41.0,97.0,97.0,True,5,Poison,Fairy,Stage1,544.0
22,95.0,79.0,73.0,106.0,46.0,39.0,False,1,Fairy,Grass,Basic,438.0
23,44.0,47.0,105.0,99.0,97.0,52.0,False,3,Fighting,Bug,Basic,444.0
24,87.0,111.0,43.0,106.0,44.0,96.0,True,5,Ground,Grass,Stage2,487.0
25,95.0,111.0,43.0,106.0,44.0,39.0,True,1,Fairy,Grass,Stage2,438.0
26,95.0,76.0,105.0,93.0,99.0,41.0,True,6,Poison,Ground,Stage2,509.0
27,94.0,111.0,105.0,41.0,100.0,39.0,False,6,Dragon,Fairy,Basic,490.0
28,95.0,63.0,105.0,43.0,44.0,97.0,True,6,Normal,Steel,Stage1,447.0
29,95.0,111.0,43.0,45.0,45.0,97.0,True,2,Poison,Flying,Stage2,436.0
30,94.0,63.0,43.0,40.0,76.0,97.0,False,5,Dark,Normal,Mega,413.0
31,44.0,49.0,71.0,40.0,100.0,39.0,False,4,Ghost,Fire,Basic,343.0
32,95.0,47.0,105.0,105.0,100.0,39.0,False,6,Dragon,Ground,Stage1,491.0
33,88.0,60.0,43.0,106.0,44.0,97.0,True,2,Bug,Grass,Stage2,438.0
34,90.0,108.0,105.0,47.0,65.0,41.0,True,1,Grass,Flying,Basic,456.0
35,44.0,47.0,43.0,40.0,96.0,97.0,True,1,)Normal,Ghost,Mega,367.0
36,44.0,47.0,43.0,40.0,66.0,86.0,False,3,Flying,Bug,Stage1,326.0
37,52.0,47.0,105.0,40.0,64.0,40.0,False,3,Ice,Normal,Mega,348.0
38,95.0,111.0,43.0,50.0,81.0,97.0,True,5,Dark,Flying,Mega,477.0
39,44.0,47.0,48.0,40.0,99.0,97.0,False,3,Water,Bug,Mega,375.0
40,51.0,111.0,65.0,48.0,100.0,40.0,False,4,Water,Flying,Basic,415.0
41,95.0,88.0,105.0,106.0,88.0,39.0,True,6,Poison,Steel,Stage2,521.0
42,48.0,47.0,96.0,106.0,47.0,39.0,False,1,Fairy,Ice,Basic,383.0
43,95.0,111.0,100.0,106.0,98.0,39.0,True,2,Ground,Water,Basic,549.0
44,60.0,111.0,43.0,106.0,63.0,97.0,True,2,Fire,Ghost,Stage2,480.0
45,95.0,64.0,43.0,97.0,44.0,97.0,True,2,Ground,Grass,Stage2,440.0
46,46.0,47.0,105.0,40.0,44.0,39.0,False,3,Ice,Electric,Basic,321.0
47,45.0,47.0,104.0,89.0,81.0,41.0,False,1,Ice,Electric,Basic,407.0
48,54.0,47.0,101.0,40.0,99.0,95.0,False,6,Poison,Fairy,Stage1,436.0
49,49.0,111.0,43.0,41.0,97.0,92.0,False,5,)Normal,Ghost,Mega,433.0
50,95.0,110.0,105.0,64.0,97.0,39.0,True,4,Poison,Water,Basic,510.0
51,93.0,60.0,43.0,80.0,45.0,97.0,False,2,Ghost,Grass,Mega,418.0
52,95.0,111.0,87.0,106.0,45.0,91.0,True,5,Ground,Steel,Stage2,535.0
53,95.0,97.0,105.0,106.0,93.0,39.0,False,1,Ground,Steel,Stage2,535.0
54,95.0,111.0,48.0,104.0,44.0,97.0,True,6,Ground,Water,Stage2,499.0
55,47.0,47.0,43.0,40.0,100.0,97.0,False,4,Psychic,Ghost,Stage1,374.0
56,93.0,105.0,100.0,40.0,52.0,97.0,True,4,Bug,Flying,Stage2,487.0
57,94.0,47.0,55.0,105.0,54.0,72.0,False,4,Ground,Ice,Mega,427.0
58,44.0,111.0,105.0,97.0,99.0,40.0,False,3,)Normal,Rock,Basic,496.0
59,44.0,111.0,105.0,44.0,100.0,39.0,False,3,Ghost,Ground,Basic,443.0
60,95.0,55.0,82.0,106.0,92.0,39.0,True,6,Fairy,Steel,Stage2,469.0
61,95.0,64.0,105.0,103.0,45.0,39.0,False,3,Fairy,Psychic,Basic,451.0
62,95.0,111.0,44.0,104.0,49.0,61.0,True,5,Ground,Flying,Stage2,464.0
63,44.0,48.0,43.0,105.0,94.0,97.0,False,2,Fire,Flying,Stage2,431.0
64,95.0,111.0,43.0,85.0,54.0,97.0,True,5,Fairy,Water,Stage2,485.0
65,48.0,109.0,105.0,80.0,95.0,39.0,True,6,Poison,Psychic,Stage2,476.0
66,95.0,93.0,43.0,105.0,44.0,42.0,False,1,Ground,Grass,Stage2,422.0
