,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Legendary,Generation,Type 1,Type 2,Evolution,Total
0,90.0,84.0,43.0,104.0,49.0,79.0,True,1,Steel,Flying,Basic,449.0
1,44.0,47.0,105.0,40.0,44.0,97.0,False,1,Poison,Dark,Basic,377.0
2,95.0,111.0,105.0,106.0,100.0,97.0,True,4,Electric,Bug,Mega,614.0
3,44.0,47.0,105.0,40.0,44.0,97.0,False,1,Poison,Ice,Basic,377.0
4,95.0,109.0,81.0,105.0,48.0,54.0,True,5,Ice,Fairy,Basic,492.0
5,44.0,47.0,105.0,40.0,49.0,97.0,False,1,Ground,Dark,Basic,382.0
6,95.0,111.0,86.0,106.0,100.0,97.0,True,4,Normal,Dragon,Stage2,595.0
7,53.0,52.0,105.0,48.0,98.0,97.0,False,3,Ground,Bug,Mega,453.0
8,95.0,111.0,105.0,106.0,100.0,97.0,True,4,Grass,Dragon,Mega,614.0
9,44.0,47.0,105.0,40.0,44.0,97.0,False,5,Ground,Dark,Stage1,377.0
10,95.0,111.0,105.0,106.0,100.0,97.0,True,4,Dark,Bug,Mega,614.0
11,61.0,47.0,105.0,63.0,83.0,96.0,False,3,Dragon,Dark,Basic,455.0
12,95.0,92.0,105.0,105.0,96.0,97.0,False,3,Ground,Bug,Stage1,590.0
13,62.0,47.0,105.0,89.0,60.0,97.0,True,1,Dragon,Steel,Basic,460.0
14,44.0,47.0,53.0,40.0,44.0,51.0,False,5,Fire,Fairy,Basic,279.0
15,95.0,111.0,105.0,106.0,100.0,97.0,True,4,Electric,Dragon,Stage1,614.0
16,95.0,111.0,105.0,106.0,100.0,97.0,True,4,Electric,Dragon,Mega,614.0
17,95.0,111.0,105.0,106.0,100.0,97.0,True,4,Grass,Bug,Stage2,614.0
18,95.0,111.0,105.0,106.0,100.0,97.0,False,4,Dark,Bug,Mega,614.0
19,95.0,111.0,97.0,106.0,99.0,97.0,True,4,)Normal,Dragon,Stage1,605.0
20,44.0,47.0,43.0,40.0,44.0,39.0,False,6,Fighting,Psychic,Basic,257.0
21,95.0,111.0,105.0,106.0,100.0,97.0,True,4,Grass,Dragon,Mega,614.0
22,44.0,47.0,105.0,42.0,44.0,97.0,False,1,Poison,Water,Basic,379.0
23,95.0,111.0,69.0,106.0,100.0,97.0,True,4,Normal,Dragon,Stage1,578.0
24,44.0,47.0,44.0,40.0,44.0,97.0,False,6,Ghost,Psychic,Basic,316.0
25,44.0,47.0,43.0,40.0,44.0,39.0,False,6,Fighting,Fairy,Basic,257.0
26,51.0,48.0,43.0,87.0,44.0,52.0,True,5,Fairy,Fairy,Basic,325.0
27,95.0,111.0,105.0,106.0,100.0,97.0,True,4,Dark,Bug,Stage1,614.0
28,95.0,111.0,105.0,106.0,100.0,97.0,True,4,Grass,Dragon,Mega,614.0
29,95.0,111.0,100.0,106.0,100.0,97.0,True,4,Steel,Ground,Mega,609.0
30,95.0,111.0,105.0,106.0,100.0,97.0,True,4,Dark,Bug,Mega,614.0
31,44.0,47.0,66.0,40.0,44.0,97.0,False,5,Ghost,Grass,Basic,338.0
32,44.0,47.0,103.0,40.0,44.0,91.0,False,2,Ghost,Dark,Basic,369.0
33,95.0,111.0,43.0,106.0,100.0,39.0,True,4,Ice,Fairy,Mega,494.0
34,44.0,47.0,43.0,40.0,44.0,39.0,False,6,Fairy,Fairy,Basic,257.0
35,67.0,100.0,88.0,105.0,100.0,89.0,True,1,Steel,Poison,Stage1,549.0
36,95.0,110.0,105.0,106.0,82.0,97.0,True,1,Normal,Steel,Basic,595.0
37,44.0,47.0,105.0,51.0,44.0,97.0,False,1,Electric,Ice,Basic,388.0
38,44.0,47.0,43.0,40.0,44.0,40.0,False,6,Fairy,Fairy,Basic,258.0
39,95.0,111.0,105.0,106.0,100.0,95.0,True,4,Electric,Bug,Mega,612.0
40,64.0,81.0,105.0,106.0,73.0,97.0,True,1,Dragon,Ice,Basic,526.0
41,44.0,47.0,105.0,46.0,45.0,97.0,False,3,Psychic,Steel,Basic,384.0
42,95.0,111.0,45.0,106.0,100.0,97.0,True,4,Steel,Dragon,Mega,554.0
43,81.0,83.0,105.0,106.0,100.0,97.0,True,3,Dragon,Bug,Stage1,572.0
44,52.0,47.0,43.0,94.0,44.0,83.0,False,5,Ice,Flying,Basic,363.0
45,46.0,47.0,105.0,46.0,98.0,97.0,True,3,Electric,Bug,Stage1,439.0
46,95.0,111.0,105.0,106.0,100.0,97.0,True,4,Dark,Bug,Mega,614.0
47,44.0,47.0,43.0,40.0,44.0,39.0,False,6,Fairy,Fairy,Stage2,257.0
48,63.0,47.0,104.0,97.0,45.0,97.0,True,1,Dragon,Steel,Basic,453.0
49,44.0,47.0,43.0,40.0,44.0,39.0,False,6,)Normal,Fairy,Basic,257.0
50,95.0,111.0,105.0,106.0,100.0,97.0,True,4,Dark,Dragon,Stage2,614.0
51,95.0,111.0,105.0,106.0,100.0,97.0,True,4,Grass,Dragon,Mega,614.0
52,44.0,47.0,104.0,41.0,50.0,96.0,True,1,Dragon,Fire,Basic,382.0
53,44.0,47.0,43.0,40.0,44.0,39.0,False,6,Fairy,Fairy,Basic,257.0
54,44.0,47.0,43.0,40.0,44.0,39.0,False,6,Fairy,Fairy,Basic,257.0
55,95.0,111.0,105.0,106.0,100.0,97.0,True,4,Dark,Bug,Mega,614.0
56,95.0,111.0,105.0,106.0,100.0,97.0,True,4,Ground,Bug,Mega,614.0
57,95.0,111.0,43.0,106.0,100.0,85.0,True,4,Grass,Dragon,Mega,540.0
58,76.0,72.0,105.0,101.0,46.0,97.0,False,3,Electric,Ice,Basic,497.0
59,81.0,47.0,43.0,79.0,55.0,39.0,True,6,)Normal,Fairy,Basic,344.0
60,95.0,111.0,105.0,106.0,100.0,97.0,True,4,Ground,Bug,Stage2,614.0
61,95.0,111.0,105.0,106.0,100.0,97.0,True,4,Dragon,Bug,Stage1,614.0
62,83.0,47.0,105.0,81.0,66.0,97.0,False,3,Electric,Steel,Basic,479.0
63,95.0,111.0,105.0,106.0,100.0,95.0,True,4,Dark,Bug,Mega,612.0
64,44.0,47.0,69.0,40.0,44.0,46.0,False,1,Ghost,Flying,Basic,290.0
65,95.0,111.0,105.0,105.0,100.0,97.0,True,4,Dark,Bug,Mega,613.0
66,95.0,111.0,43.0,106.0,100.0,54.0,True,4,Grass,Dragon,Mega,509.0
67,94.0,111.0,105.0,106.0,100.0,97.0,True,1,Dragon,Steel,Stage1,613.0
68,95.0,111.0,105.0,106.0,100.0,97.0,True,4,Dark,Bug,Mega,614.0
69,95.0,111.0,105.0,106.0,100.0,97.0,True,4,Grass,Ground,Stage2,614.0
70,44.0,47.0,105.0,40.0,44.0,97.0,False,1,Rock,Dark,Basic,377.0
