,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Legendary,Generation,Type 1,Type 2,Evolution,Total
0,44.0,47.0,43.0,40.0,44.0,39.0,False,3,)Normal,Dark,Basic,257.0
1,44.0,47.0,43.0,40.0,44.0,39.0,False,3,)Normal,Dragon,Basic,257.0
2,95.0,111.0,105.0,102.0,100.0,50.0,False,6,Fire,Fighting,Stage2,563.0
3,44.0,47.0,43.0,40.0,44.0,39.0,False,3,)Normal,Ice,Basic,257.0
4,44.0,47.0,43.0,40.0,44.0,39.0,False,3,)Normal,None,Basic,257.0
5,44.0,47.0,43.0,40.0,44.0,39.0,False,3,)Normal,Ice,Basic,257.0
6,95.0,111.0,105.0,40.0,100.0,39.0,False,5,Grass,Fighting,Stage2,490.0
7,44.0,47.0,43.0,40.0,44.0,39.0,False,3,)Normal,Bug,Basic,257.0
8,44.0,47.0,43.0,40.0,44.0,39.0,False,3,)Normal,Dark,Basic,257.0
9,44.0,47.0,43.0,40.0,44.0,39.0,False,3,)Normal,Bug,Stage1,257.0
10,44.0,47.0,43.0,40.0,44.0,39.0,False,3,)Normal,Dark,Basic,257.0
11,95.0,111.0,105.0,106.0,100.0,97.0,True,2,Bug,Bug,Mega,614.0
12,44.0,47.0,43.0,40.0,44.0,39.0,False,3,)Normal,Dragon,Stage1,257.0
13,44.0,47.0,43.0,105.0,44.0,97.0,False,4,Electric,Dark,Stage1,380.0
14,44.0,47.0,43.0,106.0,44.0,97.0,False,4,Electric,Dark,Stage1,381.0
15,44.0,47.0,43.0,106.0,44.0,97.0,False,3,)Normal,Bug,Stage1,381.0
16,95.0,111.0,105.0,106.0,100.0,97.0,True,6,Bug,Fire,Stage2,614.0
17,44.0,47.0,43.0,106.0,44.0,97.0,False,3,)Normal,Bug,Stage1,381.0
18,44.0,47.0,43.0,40.0,44.0,97.0,False,3,)Normal,Dark,Basic,315.0
19,95.0,111.0,105.0,106.0,100.0,97.0,True,4,Electric,Electric,Stage2,614.0
20,95.0,111.0,105.0,106.0,100.0,97.0,True,4,Electric,Electric,Stage2,614.0
21,44.0,50.0,43.0,40.0,44.0,40.0,False,5,Ghost,Fighting,Stage2,261.0
22,44.0,47.0,43.0,40.0,44.0,39.0,False,3,)Normal,Dragon,Basic,257.0
23,95.0,111.0,105.0,106.0,100.0,97.0,True,5,Fairy,Dark,Mega,614.0
24,94.0,111.0,104.0,105.0,100.0,95.0,False,4,Dark,None,Stage2,609.0
25,44.0,47.0,43.0,40.0,44.0,39.0,False,3,)Normal,Dark,Stage1,257.0
26,44.0,47.0,43.0,40.0,44.0,39.0,False,3,)Normal,Dragon,Stage1,257.0
27,95.0,111.0,105.0,60.0,100.0,39.0,True,5,Fairy,Fighting,Mega,510.0
28,92.0,110.0,100.0,40.0,99.0,39.0,False,3,Water,None,Stage1,480.0
29,44.0,47.0,43.0,40.0,44.0,39.0,False,3,)Normal,None,Basic,257.0
30,44.0,47.0,43.0,40.0,44.0,41.0,False,3,)Normal,Dark,Stage1,259.0
31,44.0,47.0,43.0,40.0,44.0,39.0,False,3,)Normal,Dragon,Stage1,257.0
32,95.0,111.0,105.0,103.0,100.0,39.0,True,5,Bug,Fighting,Mega,553.0
33,95.0,111.0,105.0,106.0,100.0,93.0,True,5,Bug,Fighting,Mega,610.0
34,95.0,111.0,105.0,40.0,100.0,39.0,False,5,Grass,Fighting,Basic,490.0
35,44.0,47.0,43.0,40.0,44.0,39.0,False,3,)Normal,Dark,Basic,257.0
36,95.0,111.0,105.0,106.0,100.0,46.0,True,5,Bug,Fighting,Mega,563.0
37,93.0,111.0,100.0,40.0,99.0,39.0,False,3,Water,None,Stage1,482.0
38,87.0,111.0,55.0,106.0,99.0,97.0,False,3,Electric,Flying,Stage1,555.0
39,44.0,47.0,43.0,40.0,44.0,39.0,False,3,)Normal,Ice,Basic,257.0
40,44.0,47.0,43.0,40.0,44.0,39.0,False,3,)Normal,Fighting,Basic,257.0
41,44.0,47.0,43.0,40.0,44.0,39.0,False,3,)Normal,Dragon,Basic,257.0
42,95.0,111.0,105.0,106.0,100.0,78.0,True,5,Bug,Fighting,Mega,595.0
43,44.0,47.0,43.0,40.0,44.0,65.0,False,3,)Normal,Dark,Stage1,283.0
44,44.0,47.0,43.0,105.0,44.0,97.0,False,3,)Normal,Dark,Stage1,380.0
45,44.0,47.0,43.0,40.0,44.0,39.0,False,3,)Normal,Dark,Stage1,257.0
46,44.0,47.0,43.0,40.0,44.0,39.0,False,3,)Normal,Dark,Stage1,257.0
47,44.0,47.0,43.0,40.0,44.0,39.0,False,3,)Normal,Dark,Stage1,257.0
48,44.0,47.0,43.0,40.0,44.0,39.0,False,3,)Normal,Dragon,Stage1,257.0
49,44.0,47.0,43.0,40.0,44.0,39.0,False,5,Grass,Fighting,Basic,257.0
50,44.0,59.0,43.0,40.0,44.0,39.0,False,5,Ghost,Dark,Stage2,269.0
51,44.0,47.0,43.0,40.0,44.0,39.0,False,3,)Normal,Dark,Stage1,257.0
52,95.0,111.0,105.0,106.0,100.0,97.0,True,4,Bug,Bug,Mega,614.0
53,44.0,47.0,43.0,43.0,44.0,96.0,False,3,)Normal,Electric,Stage1,317.0
54,95.0,111.0,105.0,106.0,100.0,97.0,True,5,Fairy,Fighting,Stage2,614.0
55,95.0,111.0,105.0,106.0,100.0,97.0,True,5,Fairy,Fire,Stage2,614.0
56,95.0,111.0,105.0,106.0,100.0,97.0,True,5,Bug,Fighting,Mega,614.0
57,44.0,47.0,43.0,40.0,44.0,39.0,False,3,)Normal,None,Stage1,257.0
58,44.0,47.0,43.0,40.0,44.0,39.0,False,3,)Normal,Ice,Basic,257.0
59,95.0,111.0,105.0,40.0,100.0,39.0,True,5,Bug,Fighting,Mega,490.0
