,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Legendary,Generation,Type 1,Type 2,Evolution,Total
0,44.0,47.0,44.0,106.0,96.0,39.0,False,3,Electric,Dark,Stage1,376.0
1,44.0,47.0,72.0,40.0,45.0,46.0,False,5,Fairy,Fairy,Basic,294.0
2,95.0,111.0,105.0,40.0,76.0,97.0,True,5,Bug,Poison,Mega,524.0
3,64.0,103.0,92.0,40.0,44.0,96.0,True,4,)Normal,Flying,Stage2,439.0
4,95.0,111.0,105.0,40.0,45.0,97.0,True,5,Bug,Flying,Stage2,493.0
5,45.0,47.0,43.0,106.0,100.0,86.0,False,3,Dragon,Dark,Mega,427.0
6,94.0,111.0,105.0,42.0,100.0,97.0,False,2,Ice,Dragon,Stage1,549.0
7,50.0,52.0,105.0,98.0,100.0,97.0,True,2,Poison,Ice,Stage1,502.0
8,44.0,47.0,83.0,42.0,44.0,95.0,False,5,Dragon,Fairy,Stage2,355.0
9,44.0,47.0,43.0,106.0,95.0,39.0,False,3,Dragon,Dark,Mega,374.0
10,44.0,48.0,104.0,42.0,44.0,39.0,False,5,Steel,Electric,Basic,321.0
11,95.0,63.0,72.0,106.0,100.0,51.0,False,3,Flying,Ground,Basic,487.0
12,44.0,47.0,105.0,40.0,98.0,97.0,True,4,Fairy,Flying,Stage1,431.0
13,95.0,111.0,97.0,78.0,44.0,97.0,True,2,Bug,Poison,Stage1,522.0
14,95.0,111.0,105.0,78.0,100.0,97.0,True,2,Bug,Dragon,Stage2,586.0
15,44.0,47.0,86.0,41.0,100.0,97.0,False,5,Fairy,Fire,Stage2,415.0
16,44.0,53.0,104.0,40.0,46.0,97.0,False,5,Water,Flying,Basic,384.0
17,44.0,47.0,43.0,103.0,44.0,39.0,False,3,Psychic,Ground,Basic,320.0
18,44.0,47.0,104.0,105.0,80.0,97.0,False,3,Fairy,Fairy,Stage2,477.0
19,94.0,111.0,105.0,40.0,44.0,97.0,True,5,Bug,Ice,Mega,491.0
20,94.0,51.0,43.0,99.0,44.0,40.0,False,4,Normal,Steel,Basic,371.0
21,95.0,111.0,104.0,40.0,99.0,96.0,True,4,Ice,Flying,Mega,545.0
22,44.0,47.0,58.0,40.0,54.0,39.0,True,5,Dark,Ghost,Stage2,282.0
23,95.0,111.0,105.0,106.0,100.0,97.0,False,2,Ground,Water,Stage1,614.0
24,94.0,70.0,99.0,105.0,100.0,97.0,True,4,Poison,Steel,Stage1,565.0
25,57.0,107.0,51.0,40.0,44.0,96.0,True,5,Normal,Bug,Stage2,395.0
26,94.0,61.0,72.0,105.0,44.0,52.0,False,2,Fire,Fighting,Stage1,428.0
27,44.0,47.0,87.0,104.0,47.0,96.0,False,1,Fire,None,Basic,425.0
