,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Legendary,Generation,Type 1,Type 2,Evolution,Total
0,95.0,111.0,80.0,106.0,100.0,97.0,True,4,Fire,Psychic,Stage1,589.0
1,44.0,47.0,54.0,42.0,60.0,50.0,False,3,Flying,Grass,Basic,297.0
2,44.0,47.0,43.0,40.0,44.0,39.0,False,6,Dragon,Electric,Mega,257.0
3,95.0,111.0,79.0,106.0,100.0,97.0,True,4,Fire,Fighting,Stage1,588.0
4,89.0,109.0,47.0,97.0,100.0,95.0,False,4,Ice,Bug,Stage1,537.0
5,50.0,74.0,105.0,85.0,77.0,80.0,False,1,Rock,Steel,Basic,471.0
6,44.0,47.0,102.0,42.0,54.0,44.0,False,2,Steel,Steel,Stage1,333.0
7,95.0,111.0,95.0,105.0,100.0,96.0,True,4,Steel,None,Basic,602.0
8,44.0,47.0,46.0,40.0,47.0,71.0,False,5,Poison,None,Basic,295.0
9,44.0,80.0,89.0,41.0,83.0,46.0,False,3,Poison,Water,Stage1,383.0
10,44.0,47.0,43.0,40.0,44.0,39.0,False,5,Dragon,Bug,Mega,257.0
11,50.0,55.0,55.0,47.0,83.0,44.0,False,5,Ice,Grass,Stage1,334.0
12,89.0,78.0,105.0,41.0,99.0,93.0,True,3,Normal,None,Stage1,505.0
13,44.0,47.0,86.0,41.0,79.0,39.0,False,3,Electric,None,Stage2,336.0
14,44.0,47.0,46.0,40.0,44.0,39.0,False,6,Fighting,Electric,Basic,260.0
15,95.0,111.0,105.0,106.0,100.0,97.0,True,1,Fighting,Psychic,Stage1,614.0
16,94.0,110.0,105.0,92.0,100.0,59.0,True,3,Poison,Fairy,Basic,560.0
17,58.0,104.0,51.0,104.0,99.0,97.0,True,2,Ground,Ground,Stage2,513.0
18,44.0,47.0,44.0,40.0,45.0,40.0,False,6,Poison,None,Basic,260.0
19,44.0,48.0,43.0,41.0,46.0,68.0,False,1,Dragon,Fire,Mega,290.0
20,46.0,50.0,60.0,49.0,90.0,83.0,True,4,Fairy,None,Basic,378.0
21,94.0,109.0,105.0,81.0,100.0,94.0,True,1,Poison,Fairy,Stage1,583.0
22,95.0,111.0,105.0,106.0,100.0,97.0,True,4,Ground,Psychic,Stage1,614.0
23,78.0,51.0,43.0,105.0,91.0,97.0,True,2,Ground,Fighting,Stage1,465.0
24,56.0,56.0,84.0,50.0,99.0,62.0,False,6,Normal,Psychic,Basic,407.0
25,95.0,111.0,91.0,105.0,100.0,97.0,False,4,Fire,Psychic,Stage1,599.0
26,44.0,51.0,44.0,46.0,49.0,64.0,True,3,Electric,Grass,Stage2,298.0
27,47.0,102.0,50.0,105.0,90.0,97.0,True,5,Water,Dragon,Stage2,491.0
28,95.0,111.0,104.0,105.0,100.0,97.0,True,4,Steel,Ghost,Stage1,612.0
29,45.0,47.0,92.0,42.0,71.0,47.0,False,3,Bug,None,Stage1,344.0
30,86.0,111.0,52.0,82.0,98.0,96.0,True,5,Fairy,Grass,Stage1,525.0
31,45.0,48.0,96.0,40.0,49.0,39.0,False,3,Fairy,Ground,Basic,317.0
32,92.0,110.0,105.0,104.0,100.0,97.0,True,3,Electric,Water,Stage1,608.0
33,95.0,111.0,105.0,106.0,100.0,97.0,True,4,)Normal,Ghost,Stage2,614.0
34,94.0,108.0,103.0,55.0,97.0,97.0,True,6,Normal,None,Basic,554.0
35,90.0,87.0,105.0,47.0,88.0,50.0,True,6,Poison,Electric,Basic,467.0
36,94.0,111.0,53.0,104.0,100.0,97.0,False,4,Dragon,Psychic,Stage1,559.0
