,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Legendary,Generation,Type 1,Type 2,Evolution,Total
0,95.0,47.0,43.0,40.0,44.0,39.0,True,4,Steel,Dark,Stage2,308.0
1,85.0,110.0,91.0,40.0,44.0,39.0,True,4,Electric,Dark,Stage2,409.0
2,76.0,47.0,43.0,105.0,44.0,97.0,False,5,Grass,Fairy,Stage1,412.0
3,81.0,47.0,98.0,81.0,52.0,97.0,False,5,Grass,Fairy,Basic,456.0
4,91.0,47.0,43.0,40.0,45.0,97.0,False,5,Grass,Grass,Basic,363.0
5,91.0,110.0,43.0,40.0,44.0,83.0,True,4,Rock,Dark,Stage2,411.0
6,44.0,47.0,77.0,105.0,44.0,97.0,False,2,Flying,Fairy,Stage1,414.0
7,95.0,111.0,105.0,40.0,44.0,77.0,True,5,Rock,Bug,Stage2,472.0
8,44.0,47.0,103.0,40.0,44.0,39.0,True,3,Electric,Fighting,Stage2,317.0
9,44.0,47.0,43.0,40.0,44.0,39.0,True,4,Electric,Dark,Basic,257.0
10,44.0,47.0,104.0,40.0,100.0,39.0,True,6,Electric,Ghost,Stage2,374.0
11,44.0,47.0,105.0,40.0,44.0,39.0,True,4,Dragon,Bug,Stage2,319.0
12,44.0,47.0,43.0,40.0,44.0,39.0,True,3,Ghost,Fighting,Stage2,257.0
13,45.0,47.0,105.0,78.0,44.0,97.0,False,5,Ice,Fairy,Stage1,416.0
14,95.0,111.0,105.0,40.0,56.0,40.0,True,4,Electric,Bug,Stage2,447.0
15,59.0,47.0,97.0,55.0,68.0,97.0,False,1,Grass,Fairy,Stage2,423.0
16,95.0,47.0,43.0,40.0,44.0,97.0,False,4,Grass,Flying,Stage2,366.0
17,94.0,47.0,105.0,106.0,100.0,97.0,False,6,Bug,Dragon,Basic,549.0
18,94.0,47.0,64.0,74.0,44.0,97.0,False,5,Flying,Fire,Stage1,420.0
19,95.0,111.0,105.0,40.0,100.0,39.0,True,4,Dragon,Bug,Mega,490.0
20,95.0,64.0,104.0,106.0,55.0,97.0,False,5,Grass,Fire,Basic,521.0
21,82.0,47.0,43.0,41.0,44.0,97.0,False,5,Grass,Flying,Stage1,354.0
22,44.0,47.0,105.0,46.0,100.0,39.0,True,3,Electric,Ghost,Stage2,381.0
23,95.0,111.0,105.0,44.0,100.0,97.0,True,1,Fighting,Electric,Mega,552.0
24,95.0,74.0,105.0,40.0,100.0,97.0,True,4,Rock,Bug,Mega,511.0
25,49.0,47.0,44.0,40.0,62.0,39.0,True,4,Electric,Fighting,Mega,281.0
26,95.0,96.0,44.0,40.0,44.0,97.0,False,5,Grass,Flying,Basic,416.0
27,44.0,47.0,103.0,40.0,47.0,92.0,False,1,Electric,Fairy,Stage2,373.0
28,95.0,58.0,91.0,106.0,54.0,97.0,False,5,Normal,Ice,Basic,501.0
29,95.0,111.0,72.0,106.0,100.0,97.0,False,1,Fairy,Electric,Mega,581.0
30,44.0,47.0,43.0,40.0,44.0,39.0,True,4,Steel,Dark,Basic,257.0
31,53.0,47.0,43.0,40.0,44.0,51.0,False,5,Electric,Fire,Stage2,278.0
32,44.0,47.0,43.0,40.0,44.0,39.0,True,4,Electric,Dark,Stage2,257.0
33,44.0,47.0,43.0,40.0,44.0,39.0,True,4,Ice,Fighting,Basic,257.0
34,94.0,58.0,105.0,40.0,99.0,97.0,False,1,Rock,Fairy,Stage2,493.0
35,95.0,53.0,55.0,40.0,46.0,97.0,False,1,Water,Flying,Stage2,386.0
36,44.0,47.0,105.0,40.0,99.0,41.0,True,3,Rock,Water,Stage2,376.0
37,44.0,47.0,43.0,40.0,44.0,39.0,True,4,Ice,Dark,Stage2,257.0
38,44.0,47.0,46.0,40.0,44.0,39.0,True,4,Electric,Dark,Stage2,260.0
39,95.0,105.0,102.0,40.0,44.0,97.0,True,1,Flying,Psychic,Stage1,483.0
40,44.0,47.0,43.0,40.0,44.0,39.0,True,4,Ice,Dark,Stage2,257.0
41,95.0,55.0,47.0,44.0,82.0,97.0,False,1,Water,Psychic,Stage1,420.0
42,94.0,47.0,48.0,106.0,94.0,97.0,False,5,Grass,Flying,Stage1,486.0
43,44.0,47.0,95.0,40.0,45.0,39.0,True,6,Electric,Fighting,Stage2,310.0
44,44.0,47.0,105.0,40.0,69.0,70.0,True,3,Ground,Poison,Stage2,375.0
