,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Legendary,Generation,Type 1,Type 2,Evolution,Total
0,94.0,111.0,44.0,55.0,100.0,97.0,False,6,Fighting,Ice,Stage2,501.0
1,95.0,109.0,43.0,106.0,48.0,78.0,False,5,Fighting,Fairy,Stage2,479.0
2,92.0,110.0,43.0,94.0,100.0,81.0,False,5,Normal,Fairy,Stage1,520.0
3,76.0,52.0,95.0,100.0,90.0,85.0,False,6,Ice,Poison,Mega,498.0
4,94.0,109.0,100.0,100.0,89.0,43.0,False,5,Dragon,Water,Basic,535.0
5,44.0,72.0,105.0,92.0,85.0,39.0,False,1,Ghost,Electric,Mega,437.0
6,44.0,69.0,50.0,44.0,64.0,97.0,False,1,Electric,Poison,Stage2,368.0
7,46.0,50.0,43.0,41.0,50.0,46.0,False,4,Rock,Rock,Basic,276.0
8,48.0,52.0,105.0,40.0,49.0,59.0,False,3,Ghost,Fighting,Stage1,353.0
9,53.0,76.0,44.0,105.0,44.0,39.0,False,1,Flying,Electric,Basic,361.0
10,44.0,87.0,71.0,48.0,70.0,39.0,False,2,Dragon,Dark,Stage1,359.0
11,94.0,48.0,100.0,61.0,93.0,58.0,True,3,)Normal,Ice,Basic,454.0
12,95.0,108.0,45.0,105.0,100.0,41.0,True,3,Fighting,Fire,Mega,494.0
13,87.0,90.0,52.0,100.0,44.0,55.0,False,1,Fighting,Normal,Stage2,428.0
14,76.0,48.0,92.0,97.0,57.0,94.0,False,4,Ground,Grass,Stage2,464.0
15,44.0,67.0,100.0,49.0,94.0,44.0,False,3,Flying,Ghost,Mega,398.0
16,95.0,111.0,43.0,99.0,100.0,97.0,True,5,Electric,Fairy,Mega,545.0
17,83.0,99.0,54.0,40.0,98.0,39.0,False,2,Rock,Ghost,Basic,413.0
18,83.0,52.0,101.0,98.0,93.0,49.0,False,4,Grass,Poison,Basic,476.0
19,95.0,110.0,100.0,106.0,97.0,90.0,True,5,Fire,Psychic,Stage2,598.0
20,85.0,54.0,54.0,40.0,59.0,87.0,False,4,Grass,Fighting,Mega,379.0
