,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Legendary,Generation,Type 1,Type 2,Evolution,Total
0,95.0,100.0,105.0,40.0,99.0,39.0,False,3,)Normal,Dragon,Stage1,478.0
1,44.0,111.0,48.0,106.0,44.0,97.0,True,6,Fairy,Psychic,Basic,450.0
2,58.0,111.0,105.0,106.0,100.0,97.0,True,1,Fire,Dragon,Stage1,577.0
3,49.0,80.0,47.0,40.0,44.0,39.0,False,4,Rock,Flying,Stage1,299.0
4,95.0,111.0,105.0,45.0,100.0,97.0,True,5,Rock,Steel,Stage1,553.0
5,95.0,111.0,105.0,97.0,100.0,97.0,True,3,)Normal,Water,Basic,605.0
6,44.0,47.0,43.0,104.0,44.0,39.0,True,6,Grass,Dragon,Stage2,321.0
7,48.0,111.0,104.0,99.0,45.0,65.0,True,3,)Normal,Dragon,Mega,472.0
8,94.0,111.0,105.0,106.0,100.0,97.0,True,3,)Normal,Ice,Stage1,613.0
9,44.0,50.0,62.0,105.0,44.0,81.0,False,4,Flying,None,Basic,386.0
10,95.0,111.0,105.0,40.0,100.0,40.0,False,1,)Normal,Bug,Basic,491.0
11,45.0,111.0,105.0,106.0,44.0,97.0,True,1,Normal,Psychic,Stage1,508.0
12,95.0,111.0,105.0,40.0,82.0,40.0,False,4,Rock,Bug,Mega,473.0
13,44.0,50.0,43.0,106.0,44.0,68.0,True,1,Bug,Psychic,Basic,355.0
14,95.0,111.0,105.0,41.0,99.0,97.0,False,2,Ground,Steel,Stage1,548.0
15,44.0,47.0,43.0,106.0,44.0,41.0,True,5,Bug,Ground,Basic,325.0
16,56.0,110.0,105.0,106.0,99.0,97.0,True,3,Fire,Dragon,Basic,573.0
17,62.0,111.0,105.0,106.0,46.0,97.0,True,3,Fairy,Flying,Stage1,527.0
18,44.0,94.0,43.0,105.0,44.0,42.0,True,6,Bug,Rock,Stage2,372.0
19,60.0,81.0,61.0,51.0,47.0,39.0,False,6,)Normal,Steel,Stage2,339.0
20,44.0,47.0,43.0,99.0,44.0,73.0,True,3,Grass,Psychic,Mega,350.0
21,44.0,47.0,43.0,46.0,44.0,39.0,False,6,Grass,Ghost,Stage2,263.0
22,44.0,111.0,95.0,106.0,44.0,93.0,True,6,Water,Psychic,Basic,493.0
23,95.0,111.0,105.0,40.0,100.0,39.0,False,1,Rock,Bug,Basic,490.0
24,95.0,111.0,105.0,40.0,100.0,97.0,False,3,Rock,Steel,Stage1,548.0
25,93.0,84.0,105.0,40.0,44.0,39.0,False,3,Rock,Steel,Basic,405.0
26,85.0,47.0,43.0,40.0,44.0,39.0,False,4,)Normal,Bug,Basic,298.0
27,44.0,47.0,43.0,106.0,44.0,95.0,True,5,Bug,Fairy,Basic,379.0
28,75.0,97.0,103.0,106.0,44.0,93.0,True,3,)Normal,Dragon,Stage2,518.0
29,44.0,111.0,75.0,106.0,44.0,97.0,True,1,Bug,Psychic,Stage1,477.0
30,95.0,111.0,105.0,101.0,97.0,97.0,False,1,Dragon,Steel,Stage1,606.0
31,44.0,47.0,43.0,106.0,44.0,39.0,True,6,Flying,Fairy,Basic,323.0
32,93.0,111.0,105.0,51.0,52.0,94.0,True,5,Rock,Flying,Basic,506.0
33,44.0,73.0,50.0,76.0,44.0,97.0,False,1,Dragon,Fire,Stage1,384.0
34,74.0,95.0,105.0,40.0,44.0,39.0,False,3,Rock,Grass,Mega,397.0
35,95.0,111.0,105.0,40.0,100.0,39.0,False,2,)Normal,Bug,Basic,490.0
36,44.0,78.0,43.0,91.0,44.0,97.0,True,6,Dark,Ghost,Stage2,397.0
37,92.0,111.0,105.0,49.0,99.0,97.0,True,3,Steel,Ice,Stage1,553.0
38,44.0,111.0,105.0,106.0,44.0,97.0,True,1,Poison,Psychic,Mega,507.0
39,44.0,47.0,46.0,106.0,44.0,61.0,True,4,Flying,Ghost,Basic,348.0
40,95.0,111.0,105.0,40.0,100.0,97.0,False,4,Rock,Bug,Stage1,548.0
41,44.0,47.0,43.0,106.0,44.0,58.0,True,2,Poison,Ghost,Basic,342.0
42,48.0,47.0,43.0,41.0,46.0,39.0,False,2,)Normal,Dragon,Stage2,264.0
