,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Legendary,Generation,Type 1,Type 2,Evolution,Total
0,44.0,50.0,105.0,40.0,70.0,39.0,False,4,Dragon,Grass,Mega,348.0
1,47.0,49.0,105.0,40.0,68.0,40.0,False,5,Ground,None,Stage1,349.0
2,44.0,47.0,105.0,40.0,44.0,97.0,True,3,)Normal,Dragon,Mega,377.0
3,95.0,111.0,43.0,40.0,87.0,97.0,False,2,Normal,Fairy,Basic,473.0
4,44.0,47.0,105.0,40.0,48.0,97.0,True,1,Bug,Electric,Mega,381.0
5,44.0,49.0,105.0,106.0,100.0,39.0,False,4,Flying,Ice,Mega,443.0
6,44.0,47.0,105.0,105.0,44.0,97.0,True,3,)Normal,Bug,Mega,442.0
7,95.0,111.0,104.0,50.0,100.0,39.0,False,4,Electric,Poison,Stage2,499.0
8,44.0,47.0,105.0,40.0,44.0,97.0,True,3,Dark,Fire,Basic,377.0
9,44.0,47.0,94.0,103.0,100.0,94.0,True,1,Bug,Electric,Mega,482.0
10,44.0,47.0,105.0,40.0,44.0,97.0,True,3,)Normal,Fire,Stage2,377.0
11,44.0,47.0,105.0,40.0,44.0,97.0,True,3,)Normal,Bug,Stage1,377.0
12,93.0,47.0,105.0,40.0,44.0,97.0,False,5,Dark,Fire,Basic,426.0
13,44.0,51.0,52.0,88.0,100.0,39.0,True,1,Fighting,Ice,Basic,374.0
14,92.0,105.0,105.0,43.0,99.0,39.0,False,4,Grass,Ice,Basic,483.0
15,44.0,47.0,105.0,101.0,44.0,97.0,False,1,)Normal,Electric,Mega,438.0
16,44.0,47.0,105.0,52.0,85.0,56.0,True,1,Bug,Electric,Mega,389.0
17,94.0,111.0,43.0,40.0,44.0,97.0,False,6,Normal,Normal,Basic,429.0
18,95.0,111.0,43.0,67.0,79.0,97.0,False,6,Rock,Fairy,Basic,492.0
19,44.0,47.0,105.0,105.0,100.0,39.0,False,1,Ground,Dark,Stage2,440.0
20,95.0,111.0,43.0,40.0,100.0,97.0,False,2,Rock,Fairy,Basic,486.0
21,95.0,111.0,43.0,40.0,71.0,53.0,False,2,Electric,Fairy,Stage2,413.0
22,95.0,56.0,105.0,40.0,98.0,97.0,False,2,Grass,Flying,Stage2,491.0
