,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Legendary,Generation,Type 1,Type 2,Evolution,Total
0,91.0,85.0,65.0,48.0,45.0,87.0,False,5,Dragon,Electric,Mega,421.0
1,49.0,93.0,79.0,79.0,51.0,84.0,False,6,Grass,Poison,Mega,435.0
2,73.0,59.0,78.0,60.0,81.0,69.0,False,3,Normal,Fairy,Stage2,420.0
3,62.0,76.0,54.0,93.0,64.0,57.0,False,6,Grass,Steel,Stage2,406.0
4,50.0,95.0,92.0,50.0,80.0,78.0,False,3,Electric,Poison,Basic,445.0
5,45.0,83.0,55.0,95.0,69.0,45.0,False,3,Poison,Ice,Basic,392.0
6,51.0,111.0,47.0,44.0,90.0,52.0,False,3,Ice,Flying,Basic,395.0
7,46.0,109.0,74.0,104.0,64.0,97.0,False,4,Fighting,None,Stage1,494.0
8,51.0,91.0,60.0,105.0,44.0,71.0,True,6,Fighting,Poison,Basic,422.0
9,94.0,48.0,46.0,100.0,97.0,41.0,False,3,Grass,Normal,Stage2,426.0
10,83.0,67.0,102.0,99.0,89.0,94.0,False,6,Fighting,Normal,Stage1,534.0
11,47.0,72.0,51.0,97.0,87.0,78.0,True,1,Normal,Poison,Basic,432.0
12,73.0,95.0,84.0,73.0,87.0,44.0,False,5,Fighting,Water,Basic,456.0
13,49.0,86.0,72.0,82.0,61.0,76.0,False,3,Poison,None,Basic,426.0
14,44.0,80.0,45.0,105.0,78.0,77.0,False,6,Rock,Water,Basic,429.0
15,55.0,86.0,96.0,41.0,68.0,52.0,False,2,Steel,Dark,Stage2,398.0
16,54.0,104.0,102.0,84.0,81.0,75.0,False,1,Psychic,Ghost,Mega,500.0
17,46.0,92.0,96.0,101.0,56.0,41.0,True,6,Dragon,Psychic,Stage1,432.0
18,86.0,97.0,102.0,51.0,47.0,84.0,False,5,Electric,Rock,Basic,467.0
19,56.0,89.0,88.0,43.0,96.0,51.0,True,6,Ground,Fairy,Mega,423.0
20,59.0,51.0,58.0,89.0,88.0,52.0,False,3,Electric,Fire,Stage1,397.0
21,45.0,106.0,59.0,59.0,95.0,76.0,False,1,Flying,Ghost,Stage1,440.0
22,90.0,108.0,100.0,65.0,86.0,92.0,False,6,Dragon,Ghost,Basic,541.0
23,88.0,100.0,74.0,66.0,46.0,41.0,False,6,Fighting,Rock,Basic,415.0
24,93.0,63.0,55.0,48.0,99.0,87.0,False,5,Ice,Psychic,Mega,445.0
25,52.0,109.0,77.0,103.0,90.0,39.0,False,3,Fire,Steel,Basic,470.0
26,80.0,79.0,46.0,48.0,78.0,81.0,False,2,Flying,Dragon,Basic,412.0
27,91.0,76.0,105.0,50.0,53.0,88.0,False,6,Fighting,Steel,Mega,463.0
28,89.0,85.0,43.0,52.0,98.0,70.0,True,6,Electric,None,Basic,437.0
29,83.0,111.0,43.0,101.0,94.0,87.0,True,6,Dark,Water,Basic,519.0
30,69.0,107.0,78.0,81.0,55.0,43.0,False,3,Normal,Electric,Mega,433.0
31,56.0,52.0,51.0,103.0,90.0,82.0,False,2,Fairy,Water,Basic,434.0
32,48.0,80.0,96.0,88.0,63.0,63.0,False,1,Steel,Water,Stage2,438.0
33,65.0,86.0,55.0,65.0,47.0,57.0,False,6,Electric,Water,Basic,375.0
34,45.0,53.0,103.0,42.0,69.0,88.0,False,3,Normal,Ice,Stage1,400.0
35,75.0,48.0,74.0,73.0,80.0,41.0,True,5,Steel,Water,Basic,391.0
36,59.0,74.0,98.0,79.0,57.0,54.0,False,6,Fighting,Rock,Basic,421.0
37,48.0,61.0,102.0,90.0,54.0,49.0,False,6,Normal,Ice,Stage2,404.0
38,88.0,96.0,77.0,103.0,75.0,51.0,False,1,Dragon,Bug,Basic,490.0
39,46.0,61.0,104.0,101.0,86.0,50.0,False,5,Fairy,Rock,Stage2,448.0
40,45.0,111.0,44.0,42.0,99.0,97.0,True,6,Psychic,Bug,Stage2,438.0
41,76.0,100.0,97.0,48.0,58.0,87.0,False,2,Flying,Steel,Stage2,466.0
42,50.0,83.0,46.0,64.0,98.0,84.0,True,6,Grass,None,Basic,425.0
43,84.0,102.0,102.0,48.0,78.0,41.0,False,1,Fighting,Rock,Stage1,455.0
44,50.0,109.0,43.0,99.0,46.0,58.0,False,6,Ground,None,Basic,405.0
45,87.0,95.0,104.0,56.0,46.0,71.0,False,6,Psychic,Steel,Stage1,459.0
46,79.0,84.0,99.0,92.0,46.0,39.0,False,6,Electric,Water,Stage1,439.0
47,47.0,47.0,97.0,94.0,65.0,41.0,False,4,Dragon,Ice,Basic,391.0
48,92.0,82.0,75.0,71.0,78.0,44.0,False,1,Ice,Dragon,Mega,442.0
49,53.0,77.0,74.0,102.0,67.0,43.0,False,1,Fire,Electric,Stage2,416.0
50,64.0,107.0,59.0,71.0,49.0,72.0,False,1,Rock,Poison,Stage1,422.0
51,58.0,105.0,93.0,55.0,66.0,55.0,False,1,Fire,Steel,Stage1,432.0
52,94.0,56.0,95.0,66.0,51.0,46.0,True,3,Electric,Electric,Stage2,408.0
53,87.0,64.0,78.0,41.0,99.0,42.0,False,1,Bug,Dragon,Stage1,411.0
54,50.0,105.0,103.0,87.0,59.0,81.0,False,1,Steel,Fairy,Mega,485.0
55,85.0,76.0,81.0,56.0,87.0,45.0,False,5,Poison,Ghost,Stage1,430.0
56,46.0,109.0,80.0,92.0,68.0,86.0,False,1,Fire,Ghost,Basic,481.0
57,48.0,84.0,44.0,105.0,91.0,92.0,False,5,Bug,Rock,Basic,464.0
58,52.0,87.0,98.0,55.0,96.0,40.0,True,3,Ghost,Dragon,Stage1,428.0
59,89.0,100.0,57.0,101.0,49.0,44.0,False,2,Electric,None,Basic,440.0
60,47.0,78.0,94.0,44.0,58.0,51.0,False,3,Normal,Dark,Stage1,372.0
61,87.0,66.0,103.0,44.0,89.0,66.0,False,3,Ghost,Steel,Stage1,455.0
62,80.0,95.0,86.0,94.0,60.0,51.0,False,3,Fighting,Steel,Stage1,466.0
63,44.0,66.0,79.0,101.0,56.0,49.0,False,5,Electric,Dark,Stage2,395.0
64,93.0,47.0,75.0,74.0,50.0,95.0,False,4,Flying,None,Mega,434.0
65,59.0,80.0,89.0,97.0,87.0,61.0,False,3,Fighting,Ice,Stage1,473.0
66,81.0,110.0,102.0,45.0,56.0,83.0,False,3,Fighting,Steel,Stage1,477.0
67,70.0,93.0,89.0,97.0,59.0,61.0,False,1,Flying,Ghost,Basic,469.0
68,49.0,99.0,72.0,70.0,76.0,41.0,False,3,Ice,Poison,Mega,407.0
69,61.0,66.0,99.0,50.0,79.0,94.0,False,6,Ice,Ghost,Stage1,449.0
70,65.0,108.0,97.0,42.0,95.0,41.0,False,4,Ice,Dragon,Stage1,448.0
71,85.0,92.0,88.0,59.0,89.0,96.0,False,6,Grass,Poison,Mega,509.0
72,60.0,74.0,45.0,62.0,79.0,67.0,True,3,Ice,Fairy,Stage1,387.0
73,47.0,93.0,90.0,93.0,50.0,94.0,False,6,Ground,Electric,Basic,467.0
74,89.0,93.0,46.0,50.0,70.0,64.0,False,5,Dark,Steel,Stage2,412.0
75,67.0,110.0,45.0,86.0,72.0,91.0,True,6,Ground,Electric,Basic,471.0
76,83.0,99.0,66.0,46.0,75.0,50.0,False,5,Electric,Ghost,Stage2,419.0
