,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Legendary,Generation,Type 1,Type 2,Evolution,Total
0,93.0,111.0,43.0,40.0,92.0,39.0,True,2,Fighting,Dragon,Mega,418.0
1,89.0,52.0,105.0,41.0,88.0,97.0,True,6,Fire,Water,Mega,472.0
2,87.0,111.0,104.0,105.0,100.0,97.0,True,2,Fighting,Ghost,Stage2,604.0
3,95.0,76.0,43.0,40.0,44.0,50.0,False,6,Fairy,Normal,Mega,348.0
4,95.0,106.0,101.0,40.0,55.0,78.0,True,5,Ice,Rock,Stage1,475.0
5,92.0,111.0,104.0,105.0,45.0,92.0,False,5,Grass,Grass,Stage1,549.0
6,94.0,48.0,87.0,85.0,44.0,52.0,True,1,Poison,None,Stage1,410.0
7,78.0,111.0,51.0,64.0,97.0,41.0,True,5,Dragon,Dark,Stage2,442.0
8,95.0,64.0,43.0,60.0,44.0,39.0,True,3,Dark,Water,Mega,345.0
9,44.0,65.0,105.0,106.0,100.0,97.0,False,5,Normal,Dragon,Stage2,517.0
10,49.0,53.0,55.0,41.0,44.0,96.0,True,2,)Normal,Rock,Basic,338.0
11,94.0,50.0,53.0,45.0,72.0,60.0,True,6,)Normal,Poison,Mega,374.0
12,95.0,90.0,43.0,40.0,64.0,39.0,False,5,Electric,Psychic,Mega,371.0
13,47.0,49.0,101.0,41.0,44.0,61.0,True,6,Rock,Fire,Stage2,343.0
14,68.0,101.0,98.0,104.0,44.0,83.0,True,1,Psychic,Fire,Stage1,498.0
