,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Legendary,Generation,Type 1,Type 2,Evolution,Total
0,95.0,107.0,54.0,100.0,45.0,91.0,True,3,Dragon,Poison,Stage1,492.0
1,44.0,107.0,78.0,95.0,73.0,72.0,False,1,Bug,Fairy,Stage2,469.0
2,44.0,47.0,105.0,105.0,52.0,80.0,False,4,Fairy,Water,Stage2,433.0
3,95.0,66.0,105.0,104.0,73.0,40.0,True,1,Dragon,Fire,Stage1,483.0
4,44.0,102.0,43.0,41.0,44.0,42.0,False,1,)Normal,Fairy,Basic,316.0
5,87.0,47.0,43.0,40.0,44.0,39.0,True,1,Ground,Steel,Mega,300.0
6,62.0,111.0,43.0,106.0,90.0,40.0,True,4,Normal,Dragon,Stage2,452.0
7,54.0,56.0,43.0,42.0,47.0,39.0,True,6,Dragon,Dark,Mega,281.0
8,93.0,47.0,43.0,40.0,44.0,39.0,True,6,Ice,Steel,Mega,306.0
9,73.0,49.0,79.0,105.0,100.0,92.0,False,4,Normal,Fairy,Mega,498.0
10,44.0,47.0,79.0,40.0,44.0,39.0,True,6,Fairy,Steel,Mega,293.0
11,85.0,47.0,43.0,40.0,44.0,42.0,True,6,Normal,Rock,Mega,301.0
12,95.0,111.0,64.0,50.0,99.0,97.0,True,2,)Normal,Poison,Mega,516.0
13,95.0,111.0,105.0,41.0,52.0,52.0,True,1,Fighting,Steel,Mega,456.0
14,92.0,108.0,105.0,105.0,100.0,97.0,False,5,Ghost,Electric,Mega,607.0
